prompt_version,question_id,n_runs,n_robokop,mean_n_gpt,mean_intersection,mean_jaccard,mean_precision_like,mean_recall_like,mean_f1
v1,Q25,100,4,1.23,0.0,0.0,0.0,0.0,0.0
v1,Q26,8,4,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q28,12,1,1.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
v1,Q29,100,1,1.16,0.0,0.0,0.0,0.0,0.0
v1,Q3,10,1,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q30,92,2,1.2065217391304348,0.0,0.0,0.0,0.0,0.0
v1,Q32,100,1,1.19,0.0,0.0,0.0,0.0,0.0
v1,Q33,100,5,1.16,0.0,0.0,0.0,0.0,0.0
v1,Q36,100,2,1.14,0.0,0.0,0.0,0.0,0.0
v1,Q38,8,1,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q40,99,2,1.1515151515151516,0.0,0.0,0.0,0.0,0.0
v1,Q41,1,1,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q42,10,1,1.1,0.0,0.0,0.0,0.0,0.0
v1,Q43,6,1,1.5,0.0,0.0,0.0,0.0,0.0
v1,Q44,99,1,1.1616161616161615,0.0,0.0,0.0,0.0,0.0
v1,Q45,1,2,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q46,13,1,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q47,1,1,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q48,85,2,1.2470588235294118,0.15294117647058825,0.06274509803921569,0.11176470588235295,0.07647058823529412,0.08823529411764706
v1,Q49,1,7,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q5,1,7,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q50,100,1,1.24,0.0,0.0,0.0,0.0,0.0
v1,Q52,99,2,1.1111111111111112,0.0,0.0,0.0,0.0,0.0
v1,Q53,1,2,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q54,15,1,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q55,95,5,1.1578947368421053,0.0,0.0,0.0,0.0,0.0
v1,Q57,39,2,1.3076923076923077,0.05128205128205128,0.021367521367521364,0.038461538461538464,0.02564102564102564,0.029914529914529912
v1,Q59,9,1,1.3333333333333333,0.0,0.0,0.0,0.0,0.0
v1,Q61,37,1,1.2432432432432432,0.0,0.0,0.0,0.0,0.0
v1,Q62,1,1,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q63,13,1,1.0769230769230769,0.0,0.0,0.0,0.0,0.0
v1,Q64,16,1,1.3125,0.0625,0.03125,0.03125,0.0625,0.041666666666666664
v1,Q65,1,4,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q66,12,1,1.0833333333333333,0.0,0.0,0.0,0.0,0.0
v1,Q67,36,1,1.1666666666666667,0.027777777777777776,0.013888888888888888,0.013888888888888888,0.027777777777777776,0.018518518518518517
v1,Q68,14,2,1.2142857142857142,0.0,0.0,0.0,0.0,0.0
v1,Q69,7,2,1.1428571428571428,0.0,0.0,0.0,0.0,0.0
v1,Q7,17,1,1.0588235294117647,0.0,0.0,0.0,0.0,0.0
v1,Q70,21,1,1.1904761904761905,0.0,0.0,0.0,0.0,0.0
v1,Q71,100,2,1.26,0.0,0.0,0.0,0.0,0.0
v1,Q72,100,1,1.18,0.0,0.0,0.0,0.0,0.0
v1,Q74,9,4,1.1111111111111112,0.1111111111111111,0.022222222222222223,0.05555555555555555,0.027777777777777776,0.037037037037037035
v1,Q75,98,3,1.1224489795918366,0.0,0.0,0.0,0.0,0.0
v1,Q76,100,2,1.24,0.0,0.0,0.0,0.0,0.0
v1,Q77,100,5,1.24,0.0,0.0,0.0,0.0,0.0
v1,Q78,98,2,1.153061224489796,0.0,0.0,0.0,0.0,0.0
v1,Q79,89,3,1.2921348314606742,0.0,0.0,0.0,0.0,0.0
v1,Q8,90,5,1.1777777777777778,0.0,0.0,0.0,0.0,0.0
v1,Q80,87,2,1.264367816091954,0.0,0.0,0.0,0.0,0.0
v1,Q81,98,2,1.2244897959183674,0.0,0.0,0.0,0.0,0.0
v1,Q82,100,3,1.08,0.0,0.0,0.0,0.0,0.0
v1,Q83,96,3,1.125,0.0,0.0,0.0,0.0,0.0
v1,Q84,94,1,1.2553191489361701,0.0,0.0,0.0,0.0,0.0
v1,Q85,100,1,1.11,0.0,0.0,0.0,0.0,0.0
v1,Q86,6,1,1.0,0.0,0.0,0.0,0.0,0.0
v1,Q87,100,5,1.1,0.82,0.16066666666666665,0.77,0.16400000000000003,0.2685714285714286
v1,Q88,97,3,1.134020618556701,0.0,0.0,0.0,0.0,0.0
v1,Q89,85,3,1.1764705882352942,0.0,0.0,0.0,0.0,0.0
v1,Q9,80,4,1.2,0.0,0.0,0.0,0.0,0.0
v1,Q90,100,3,1.22,0.0,0.0,0.0,0.0,0.0
v1,Q92,51,5,1.2745098039215685,0.6862745098039216,0.12941176470588237,0.5686274509803921,0.13725490196078433,0.21755368814192347
v1,Q93,99,5,1.2222222222222223,0.9191919191919192,0.17652717652717653,0.8114478114478114,0.18383838383838383,0.295935545935546
v1,Q94,90,3,1.0666666666666667,0.6666666666666666,0.21666666666666667,0.6333333333333333,0.2222222222222222,0.32666666666666666
v1,Q95,39,7,1.0256410256410255,0.0,0.0,0.0,0.0,0.0
v1,Q96,99,8,1.0909090909090908,0.0,0.0,0.0,0.0,0.0
v1,Q97,20,5,1.05,0.0,0.0,0.0,0.0,0.0
v1,Q98,8,1,1.375,0.0,0.0,0.0,0.0,0.0
v2,Q1,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q10,1,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q100,25,3,1.0,0.24,0.08,0.24,0.08,0.12
v2,Q102,25,5,1.0,0.16,0.032,0.16,0.032,0.05333333333333334
v2,Q103,7,8,1.0,0.8571428571428571,0.10714285714285714,0.8571428571428571,0.10714285714285714,0.19047619047619047
v2,Q104,25,7,1.0,0.8,0.11428571428571427,0.8,0.11428571428571427,0.2
v2,Q105,25,7,1.0,0.56,0.08,0.56,0.08,0.14
v2,Q106,25,9,1.0,0.24,0.026666666666666665,0.24,0.026666666666666665,0.048
v2,Q107,25,7,1.0,0.68,0.09714285714285714,0.68,0.09714285714285714,0.17
v2,Q108,11,5,1.0,0.7272727272727273,0.14545454545454548,0.7272727272727273,0.14545454545454548,0.24242424242424246
v2,Q109,25,7,1.0,0.2,0.028571428571428567,0.2,0.028571428571428567,0.05
v2,Q110,24,3,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q111,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q112,25,7,1.0,0.64,0.09142857142857143,0.64,0.09142857142857143,0.16
v2,Q113,25,8,1.0,0.44,0.055,0.44,0.055,0.09777777777777777
v2,Q114,25,7,1.0,0.52,0.07428571428571427,0.52,0.07428571428571427,0.13
v2,Q115,24,5,1.0,0.4583333333333333,0.09166666666666667,0.4583333333333333,0.09166666666666667,0.1527777777777778
v2,Q116,25,8,1.0,0.04,0.005,0.04,0.005,0.008888888888888889
v2,Q117,25,5,1.0,0.24,0.04800000000000001,0.24,0.04800000000000001,0.08
v2,Q118,25,3,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q119,23,7,1.0,0.391304347826087,0.05590062111801242,0.391304347826087,0.05590062111801242,0.09782608695652174
v2,Q12,19,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q120,25,9,1.0,1.0,0.1111111111111111,1.0,0.1111111111111111,0.2
v2,Q122,11,5,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q123,24,5,1.0,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.05555555555555556
v2,Q124,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q125,25,5,1.0,0.52,0.10400000000000001,0.52,0.10400000000000001,0.17333333333333337
v2,Q126,25,5,1.0,0.36,0.07200000000000001,0.36,0.07200000000000001,0.12000000000000002
v2,Q127,25,7,1.0,0.56,0.08,0.56,0.08,0.14
v2,Q128,25,6,1.0,0.64,0.10666666666666666,0.64,0.10666666666666666,0.18285714285714286
v2,Q129,25,8,1.0,0.36,0.045,0.36,0.045,0.08
v2,Q13,2,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q130,25,8,1.0,0.8,0.1,0.8,0.1,0.17777777777777778
v2,Q131,25,5,1.0,0.72,0.14400000000000002,0.72,0.14400000000000002,0.24000000000000005
v2,Q132,25,7,1.0,0.44,0.06285714285714286,0.44,0.06285714285714286,0.11
v2,Q133,8,5,1.0,0.25,0.05,0.25,0.05,0.08333333333333334
v2,Q134,25,7,1.0,0.32,0.045714285714285714,0.32,0.045714285714285714,0.08
v2,Q135,12,9,1.0,0.8333333333333334,0.0925925925925926,0.8333333333333334,0.0925925925925926,0.16666666666666666
v2,Q136,25,2,1.0,0.2,0.1,0.2,0.1,0.13333333333333333
v2,Q137,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q138,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q139,25,3,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q140,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q141,25,4,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q142,22,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q143,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q144,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q145,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q146,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q147,17,6,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q148,24,7,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q149,9,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q15,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q150,20,5,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q151,4,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q152,22,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q154,25,5,1.0,0.36,0.07200000000000001,0.36,0.07200000000000001,0.12000000000000002
v2,Q155,25,4,1.0,0.44,0.11,0.44,0.11,0.17600000000000002
v2,Q156,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q157,25,4,1.0,0.32,0.08,0.32,0.08,0.128
v2,Q158,25,4,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q159,25,5,1.0,0.04,0.008,0.04,0.008,0.013333333333333334
v2,Q16,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q160,24,7,1.0,0.6666666666666666,0.09523809523809523,0.6666666666666666,0.09523809523809523,0.16666666666666666
v2,Q161,16,7,1.0,0.5,0.07142857142857142,0.5,0.07142857142857142,0.125
v2,Q162,25,10,1.0,0.2,0.02,0.2,0.02,0.03636363636363637
v2,Q163,25,7,1.0,0.28,0.04,0.28,0.04,0.07
v2,Q17,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q19,1,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q2,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q20,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q21,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q22,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q23,10,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q24,17,8,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q25,25,4,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q26,2,4,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q28,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q29,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q3,15,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q30,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q31,10,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q32,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q33,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q34,3,3,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q36,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q38,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q39,1,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q40,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q41,13,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q42,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q43,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q44,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q45,13,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q46,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q47,6,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q48,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q49,4,7,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q50,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q51,23,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q52,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q54,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q55,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q57,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q59,19,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q61,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q62,8,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q63,13,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q64,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q66,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q67,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q68,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q69,22,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q7,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q70,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q71,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q72,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q74,24,4,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q75,25,3,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q76,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q77,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q78,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q79,25,3,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q8,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q80,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q81,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q82,25,3,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q83,25,3,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q84,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q85,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q86,5,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q87,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q88,25,3,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q89,25,3,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q9,25,4,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q90,25,3,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q92,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q93,25,5,1.0,0.6,0.12,0.6,0.12,0.20000000000000004
v2,Q94,25,3,1.0,0.24,0.08,0.24,0.08,0.12
v2,Q96,22,8,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q97,2,5,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q98,15,1,1.0,0.0,0.0,0.0,0.0,0.0
v2,Q99,2,5,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q1,5,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q100,19,3,1.0,0.5789473684210527,0.19298245614035087,0.5789473684210527,0.19298245614035087,0.2894736842105263
v3,Q102,9,5,1.0,0.2222222222222222,0.044444444444444446,0.2222222222222222,0.044444444444444446,0.07407407407407408
v3,Q104,24,7,1.0,0.08333333333333333,0.011904761904761904,0.08333333333333333,0.011904761904761904,0.020833333333333332
v3,Q105,16,7,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q107,13,7,1.0,0.8461538461538461,0.12087912087912088,0.8461538461538461,0.12087912087912088,0.21153846153846154
v3,Q108,6,5,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q109,2,7,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q110,15,3,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q111,17,1,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q113,4,8,1.0,0.5,0.0625,0.5,0.0625,0.1111111111111111
v3,Q114,12,7,1.0,0.25,0.03571428571428571,0.25,0.03571428571428571,0.0625
v3,Q115,2,5,1.0,1.0,0.2,1.0,0.2,0.33333333333333337
v3,Q116,9,8,1.0,0.2222222222222222,0.027777777777777776,0.2222222222222222,0.027777777777777776,0.04938271604938271
v3,Q117,1,5,1.0,1.0,0.2,1.0,0.2,0.33333333333333337
v3,Q118,11,3,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q119,9,7,1.0,0.6666666666666666,0.09523809523809523,0.6666666666666666,0.09523809523809523,0.16666666666666666
v3,Q120,6,9,1.0,1.0,0.1111111111111111,1.0,0.1111111111111111,0.19999999999999998
v3,Q123,2,5,1.0,1.0,0.2,1.0,0.2,0.33333333333333337
v3,Q124,8,1,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q125,1,5,1.0,1.0,0.2,1.0,0.2,0.33333333333333337
v3,Q126,1,5,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q127,2,7,1.0,0.5,0.07142857142857142,0.5,0.07142857142857142,0.125
v3,Q128,11,6,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857
v3,Q129,7,8,1.1428571428571428,0.14285714285714285,0.015873015873015872,0.07142857142857142,0.017857142857142856,0.028571428571428574
v3,Q130,2,8,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q131,1,5,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q132,16,7,1.0,0.875,0.125,0.875,0.125,0.21875
v3,Q133,1,5,1.0,1.0,0.2,1.0,0.2,0.33333333333333337
v3,Q134,19,7,1.0,0.631578947368421,0.09022556390977443,0.631578947368421,0.09022556390977443,0.15789473684210525
v3,Q136,1,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q137,5,5,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q139,7,3,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q140,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q144,9,2,1.1111111111111112,0.0,0.0,0.0,0.0,0.0
v3,Q145,16,5,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q146,11,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q15,21,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q154,6,5,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.27777777777777785
v3,Q155,7,4,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q156,12,5,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q157,7,4,1.0,0.14285714285714285,0.03571428571428571,0.14285714285714285,0.03571428571428571,0.05714285714285715
v3,Q158,8,4,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q160,1,7,1.0,1.0,0.14285714285714285,1.0,0.14285714285714285,0.25
v3,Q162,5,10,1.0,0.6,0.06000000000000001,0.6,0.06000000000000001,0.10909090909090909
v3,Q163,7,7,1.0,0.5714285714285714,0.08163265306122448,0.5714285714285714,0.08163265306122448,0.14285714285714285
v3,Q2,4,5,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q21,11,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q22,21,1,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q25,25,4,1.08,0.0,0.0,0.0,0.0,0.0
v3,Q29,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q30,22,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q32,25,1,1.04,0.0,0.0,0.0,0.0,0.0
v3,Q33,11,5,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q36,17,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q40,1,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q44,19,1,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q46,1,1,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q48,2,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q50,25,1,1.0,0.0,0.0,0.0,0.0,0.0
