question_id,query_n0,query_n1,subject,subject_name,predicate,object,object_name,knowledge_level,agent_type,edge_id
Q3,NCBIGene:7157,MONDO:0004992,MONDO:0007576,esophageal cancer,biolink:related_to,MONDO:0004992,cancer,logical_entailment,automated_agent,e_27_e_436
Q3,NCBIGene:7157,MONDO:0004992,MONDO:0001187,urinary bladder cancer,biolink:related_to,MONDO:0004992,cancer,logical_entailment,automated_agent,e_28_e_437
Q3,NCBIGene:7157,MONDO:0004992,MONDO:0002129,bone cancer,biolink:related_to,MONDO:0004992,cancer,logical_entailment,automated_agent,e_29_e_438
Q3,NCBIGene:7157,MONDO:0004992,MONDO:0002352,larynx cancer,biolink:related_to,MONDO:0004992,cancer,logical_entailment,automated_agent,e_30_e_439
Q3,NCBIGene:7157,MONDO:0004992,MONDO:0002715,uterine cancer,biolink:related_to,MONDO:0004992,cancer,logical_entailment,automated_agent,e_31_e_440
Q3,NCBIGene:7157,MONDO:0004992,MONDO:0005864,muscle cancer,biolink:related_to,MONDO:0004992,cancer,logical_entailment,automated_agent,e_32_e_441
Q3,NCBIGene:7157,MONDO:0004992,MONDO:0013662,Barrett esophagus,biolink:related_to,MONDO:0004992,cancer,logical_entailment,automated_agent,e_33_e_442
Q3,NCBIGene:7157,MONDO:0004992,MONDO:0005517,pharynx cancer,biolink:related_to,MONDO:0004992,cancer,logical_entailment,automated_agent,e_34_e_443
Q3,NCBIGene:7157,MONDO:0004992,MONDO:0008170,ovarian cancer,biolink:related_to,MONDO:0004992,cancer,logical_entailment,automated_agent,e_35_e_444
Q3,NCBIGene:7157,MONDO:0004992,MONDO:0001056,gastric cancer,biolink:related_to,MONDO:0004992,cancer,logical_entailment,automated_agent,e_36_e_445
Q3,NCBIGene:7157,MONDO:0004992,MONDO:0001657,brain cancer,biolink:related_to,MONDO:0004992,cancer,logical_entailment,automated_agent,e_37_e_446
Q3,NCBIGene:7157,MONDO:0004992,MONDO:0005089,sarcoma,biolink:related_to,MONDO:0004992,cancer,logical_entailment,automated_agent,e_38_e_447
Q3,NCBIGene:7157,MONDO:0004992,MONDO:0008315,prostate cancer,biolink:related_to,MONDO:0004992,cancer,logical_entailment,automated_agent,e_39_e_448
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:causes,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:0eae102a-198e-11f0-be82-6045bdb3d4c0_e_449
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:causes,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:0ec4393a-198e-11f0-be82-6045bdb3d4c0_e_450
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:causes,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:0eae151d-198e-11f0-be82-6045bdb3d4c0_e_451
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:13ff5322-198e-11f0-be82-6045bdb3d4c0_e_452
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:166184a8-198e-11f0-be82-6045bdb3d4c0_e_453
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1c575bc8-198e-11f0-be82-6045bdb3d4c0_e_454
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:132f0d78-198e-11f0-be82-6045bdb3d4c0_e_455
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1c575bd4-198e-11f0-be82-6045bdb3d4c0_e_456
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1d887dfe-198e-11f0-be82-6045bdb3d4c0_e_457
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:11fe3b11-198e-11f0-be82-6045bdb3d4c0_e_458
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1c57540e-198e-11f0-be82-6045bdb3d4c0_e_459
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1c575408-198e-11f0-be82-6045bdb3d4c0_e_460
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:126386f5-198e-11f0-be82-6045bdb3d4c0_e_461
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:15306b56-198e-11f0-be82-6045bdb3d4c0_e_462
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1b2632ca-198e-11f0-be82-6045bdb3d4c0_e_463
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:19f513e5-198e-11f0-be82-6045bdb3d4c0_e_464
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1b264a9c-198e-11f0-be82-6045bdb3d4c0_e_465
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1feab918-198e-11f0-be82-6045bdb3d4c0_e_466
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1792922a-198e-11f0-be82-6045bdb3d4c0_e_467
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:166184a9-198e-11f0-be82-6045bdb3d4c0_e_468
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1b2632cb-198e-11f0-be82-6045bdb3d4c0_e_469
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:19f4de26-198e-11f0-be82-6045bdb3d4c0_e_470
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:19f4d663-198e-11f0-be82-6045bdb3d4c0_e_471
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1d886ea7-198e-11f0-be82-6045bdb3d4c0_e_448
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:19f52362-198e-11f0-be82-6045bdb3d4c0_e_428
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1c574bda-198e-11f0-be82-6045bdb3d4c0_e_472
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:166184b1-198e-11f0-be82-6045bdb3d4c0_e_457
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1d88b40f-198e-11f0-be82-6045bdb3d4c0_e_465
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:19f51b12-198e-11f0-be82-6045bdb3d4c0_e_414
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:18c3acc9-198e-11f0-be82-6045bdb3d4c0_e_473
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1c575bc9-198e-11f0-be82-6045bdb3d4c0_e_448
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:18c3c542-198e-11f0-be82-6045bdb3d4c0_e_465
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:16617c4e-198e-11f0-be82-6045bdb3d4c0_e_474
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1b264a9d-198e-11f0-be82-6045bdb3d4c0_e_428
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:19f513dd-198e-11f0-be82-6045bdb3d4c0_e_469
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:19f513da-198e-11f0-be82-6045bdb3d4c0_e_414
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:153029c0-198e-11f0-be82-6045bdb3d4c0_e_411
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1792a2bf-198e-11f0-be82-6045bdb3d4c0_e_410
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:132f0d6c-198e-11f0-be82-6045bdb3d4c0_e_475
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1c57540d-198e-11f0-be82-6045bdb3d4c0_e_476
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:132f0d6d-198e-11f0-be82-6045bdb3d4c0_e_477
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1d88bbcf-198e-11f0-be82-6045bdb3d4c0_e_478
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:153063c5-198e-11f0-be82-6045bdb3d4c0_e_479
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:19f513d5-198e-11f0-be82-6045bdb3d4c0_e_411
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:16617c61-198e-11f0-be82-6045bdb3d4c0_e_480
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:19f4de25-198e-11f0-be82-6045bdb3d4c0_e_475
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1c5763d5-198e-11f0-be82-6045bdb3d4c0_e_481
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:132f0d79-198e-11f0-be82-6045bdb3d4c0_e_482
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:11fe33c4-198e-11f0-be82-6045bdb3d4c0_e_483
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1feb08cd-198e-11f0-be82-6045bdb3d4c0_e_484
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:13ff0dff-198e-11f0-be82-6045bdb3d4c0_e_428
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1eb99273-198e-11f0-be82-6045bdb3d4c0_e_468
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:17929237-198e-11f0-be82-6045bdb3d4c0_e_484
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:132ecf7f-198e-11f0-be82-6045bdb3d4c0_e_457
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1d88b414-198e-11f0-be82-6045bdb3d4c0_e_485
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1d886652-198e-11f0-be82-6045bdb3d4c0_e_486
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:126386f2-198e-11f0-be82-6045bdb3d4c0_e_487
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:18c3c53c-198e-11f0-be82-6045bdb3d4c0_e_452
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:15306b5c-198e-11f0-be82-6045bdb3d4c0_e_474
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:18c3c53b-198e-11f0-be82-6045bdb3d4c0_e_456
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:18c40273-198e-11f0-be82-6045bdb3d4c0_e_488
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1c575415-198e-11f0-be82-6045bdb3d4c0_e_457
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:153029c1-198e-11f0-be82-6045bdb3d4c0_e_411
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1d88764b-198e-11f0-be82-6045bdb3d4c0_e_489
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:18c3fa6c-198e-11f0-be82-6045bdb3d4c0_e_450
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1d88b40d-198e-11f0-be82-6045bdb3d4c0_e_490
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1792a9e1-198e-11f0-be82-6045bdb3d4c0_e_411
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1d886ea9-198e-11f0-be82-6045bdb3d4c0_e_491
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:19f4d66a-198e-11f0-be82-6045bdb3d4c0_e_465
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:19f51b1c-198e-11f0-be82-6045bdb3d4c0_e_414
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1b264297-198e-11f0-be82-6045bdb3d4c0_e_485
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:18c4027d-198e-11f0-be82-6045bdb3d4c0_e_492
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:18c3c539-198e-11f0-be82-6045bdb3d4c0_e_493
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1eb9927c-198e-11f0-be82-6045bdb3d4c0_e_448
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:18c3bceb-198e-11f0-be82-6045bdb3d4c0_e_469
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:18c3b519-198e-11f0-be82-6045bdb3d4c0_e_465
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1feab919-198e-11f0-be82-6045bdb3d4c0_e_461
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:18c3acd4-198e-11f0-be82-6045bdb3d4c0_e_494
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1d887dfc-198e-11f0-be82-6045bdb3d4c0_e_495
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:166184b2-198e-11f0-be82-6045bdb3d4c0_e_469
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1c574bd2-198e-11f0-be82-6045bdb3d4c0_e_410
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:11fe4b34-198e-11f0-be82-6045bdb3d4c0_e_496
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:17929229-198e-11f0-be82-6045bdb3d4c0_e_497
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:16617c53-198e-11f0-be82-6045bdb3d4c0_e_498
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1d88764d-198e-11f0-be82-6045bdb3d4c0_e_486
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,uuid:1d88b40c-198e-11f0-be82-6045bdb3d4c0_e_499
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_126_e_500
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_127_e_501
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_128_e_410
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_129_e_502
