question_id	subject_text	subject_curie	subject_label	object_text	object_curie	object_label	notes
Q30	Alzheimer disease	MONDO:0004975	Alzheimer disease	aspirin	CHEBI:15365	aspirin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q31	Non-small cell lung carcinoma	MONDO:0005233	non-small cell lung carcinoma	TP53	NCBIGene:7157	TP53	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q32	TNF	NCBIGene:7124	TNF	ibuprofen	CHEBI:5855	ibuprofen	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q33	Coronary artery disease	MONDO:0005010	coronary artery disease	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q34	Rheumatoid arthritis	MONDO:0008383	rheumatoid arthritis	metformin	CHEBI:6801	metformin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q35	Chronic kidney disease	MONDO:0005300	chronic kidney disease	tamoxifen	CHEBI:41774	tamoxifen	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q36	Breast carcinoma	MONDO:0007254	breast carcinoma	TNF	NCBIGene:7124	TNF	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q37	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	warfarin	CHEBI:10033	warfarin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q38	APOE	NCBIGene:348	APOE	metformin	CHEBI:6801	metformin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q39	Parkinson disease	MONDO:0005180	Parkinson disease	EGFR	NCBIGene:1956	EGFR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=1
Q40	Breast carcinoma	MONDO:0007254	breast carcinoma	ibuprofen	CHEBI:5855	ibuprofen	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q41	Asthma	MONDO:0004979	Asthma	IL6	NCBIGene:3569	IL6	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q42	VEGFA	NCBIGene:7422	VEGFA	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q43	Rheumatoid arthritis	MONDO:0008383	rheumatoid arthritis	TP53	NCBIGene:7157	TP53	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=1
Q44	Chronic kidney disease	MONDO:0005300	chronic kidney disease	TNF	NCBIGene:7124	TNF	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q45	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q46	Parkinson disease	MONDO:0005180	Parkinson disease	cisplatin	CHEBI:27899	cisplatin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q47	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	BRAF	NCBIGene:673	BRAF	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q48	Alzheimer disease	MONDO:0004975	Alzheimer disease	cisplatin	CHEBI:27899	cisplatin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q49	TP53	NCBIGene:7157	TP53	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=4
Q50	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	clofibrate	CHEBI:3756	clofibrate	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q51	Asthma	MONDO:0004979	Asthma	VEGFA	NCBIGene:7422	VEGFA	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q52	IL6	NCBIGene:3569	IL6	clofibrate	CHEBI:3756	clofibrate	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q53	VEGFA	NCBIGene:7422	VEGFA	ibuprofen	CHEBI:5855	ibuprofen	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q54	TNF	NCBIGene:7124	TNF	clofibrate	CHEBI:3756	clofibrate	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q55	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	ACE	NCBIGene:1636	ACE	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=1
Q56	VEGFA	NCBIGene:7422	VEGFA	tamoxifen	CHEBI:41774	tamoxifen	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q57	Breast carcinoma	MONDO:0007254	breast carcinoma	metformin	CHEBI:6801	metformin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q58	BRCA2	NCBIGene:675	BRCA2	tamoxifen	CHEBI:41774	tamoxifen	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q59	Coronary artery disease	MONDO:0005010	coronary artery disease	clofibrate	CHEBI:3756	clofibrate	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q60	TP53	NCBIGene:7157	TP53	aspirin	CHEBI:15365	aspirin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q61	Asthma	MONDO:0004979	Asthma	metformin	CHEBI:6801	metformin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q62	Asthma	MONDO:0004979	Asthma	EGFR	NCBIGene:1956	EGFR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=1
Q63	IL6	NCBIGene:3569	IL6	warfarin	CHEBI:10033	warfarin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q64	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	APOE	NCBIGene:348	APOE	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q65	APOE	NCBIGene:348	APOE	tamoxifen	CHEBI:41774	tamoxifen	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q66	APOE	NCBIGene:348	APOE	aspirin	CHEBI:15365	aspirin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q67	Chronic kidney disease	MONDO:0005300	chronic kidney disease	ACE	NCBIGene:1636	ACE	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q68	Alzheimer disease	MONDO:0004975	Alzheimer disease	TNF	NCBIGene:7124	TNF	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q69	Rheumatoid arthritis	MONDO:0008383	rheumatoid arthritis	warfarin	CHEBI:10033	warfarin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q70	BRCA1	NCBIGene:672	BRCA1	metformin	CHEBI:6801	metformin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q71	Alzheimer disease	MONDO:0004975	Alzheimer disease	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q72	IL6	NCBIGene:3569	IL6	metformin	CHEBI:6801	metformin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q73	Breast carcinoma	MONDO:0007254	breast carcinoma	tamoxifen	CHEBI:41774	tamoxifen	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=4
Q74	Asthma	MONDO:0004979	Asthma	ibuprofen	CHEBI:5855	ibuprofen	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=4
Q75	BRCA2	NCBIGene:675	BRCA2	aspirin	CHEBI:15365	aspirin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q76	ACE	NCBIGene:1636	ACE	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q77	APOE	NCBIGene:348	APOE	ibuprofen	CHEBI:5855	ibuprofen	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q78	EGFR	NCBIGene:1956	EGFR	metformin	CHEBI:6801	metformin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q79	Coronary artery disease	MONDO:0005010	coronary artery disease	metformin	CHEBI:6801	metformin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q80	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	ibuprofen	CHEBI:5855	ibuprofen	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q81	BRCA2	NCBIGene:675	BRCA2	metformin	CHEBI:6801	metformin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q82	IL6	NCBIGene:3569	IL6	aspirin	CHEBI:15365	aspirin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q83	TP53	NCBIGene:7157	TP53	tamoxifen	CHEBI:41774	tamoxifen	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=5
Q84	IL6	NCBIGene:3569	IL6	cisplatin	CHEBI:27899	cisplatin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=4
Q85	BRCA1	NCBIGene:672	BRCA1	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q86	Parkinson disease	MONDO:0005180	Parkinson disease	TNF	NCBIGene:7124	TNF	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q87	Rheumatoid arthritis	MONDO:0008383	rheumatoid arthritis	EGFR	NCBIGene:1956	EGFR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=1
Q88	Non-small cell lung carcinoma	MONDO:0005233	non-small cell lung carcinoma	cisplatin	CHEBI:27899	cisplatin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q89	Chronic kidney disease	MONDO:0005300	chronic kidney disease	warfarin	CHEBI:10033	warfarin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q90	Parkinson disease	MONDO:0005180	Parkinson disease	aspirin	CHEBI:15365	aspirin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q91	Breast carcinoma	MONDO:0007254	breast carcinoma	atorvastatin	CHEBI:39548	atorvastatin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=0
Q92	IL6	NCBIGene:3569	IL6	atorvastatin	CHEBI:39548	atorvastatin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=0
Q93	Breast carcinoma	MONDO:0007254	breast carcinoma	APOE	NCBIGene:348	APOE	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=0
Q94	BRCA1	NCBIGene:672	BRCA1	atorvastatin	CHEBI:39548	atorvastatin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=0
Q95	Non-small cell lung carcinoma	MONDO:0005233	non-small cell lung carcinoma	lisinopril	CHEBI:63659	lisinopril	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=0
Q96	BRCA2	NCBIGene:675	BRCA2	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=0
Q97	APOE	NCBIGene:348	APOE	cisplatin	CHEBI:27899	cisplatin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=0
Q98	VEGFA	NCBIGene:7422	VEGFA	atorvastatin	CHEBI:39548	atorvastatin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=0
Q99	Hypertension	MONDO:0001134	hypertension	BRCA2	NCBIGene:675	BRCA2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=0
Q100	Asthma	MONDO:0004979	Asthma	APOE	NCBIGene:348	APOE	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=0
