question_id	subject_text	subject_curie	subject_label	object_text	object_curie	object_label	notes
Q215	Hearing loss	MONDO:0005090	hearing loss	GJB2	NCBIGene:2706	GJB2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q216	Otosclerosis	MONDO:0005141	otosclerosis	TGFB1	NCBIGene:7040	TGFB1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q217	Ménière disease	MONDO:0005137	Ménière disease	AQP4	NCBIGene:361	AQP4	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q218	Vertigo	MONDO:0005142	vertigo	CACNA1A	NCBIGene:773	CACNA1A	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q219	Anemia	MONDO:0004892	anemia	EPO	NCBIGene:2056	EPO	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q220	Iron deficiency anemia	MONDO:0005044	iron deficiency anemia	SLC40A1	NCBIGene:30061	SLC40A1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q221	Vitamin B12 deficiency	MONDO:0005140	vitamin B12 deficiency	MTR	NCBIGene:4548	MTR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q222	Folate deficiency	MONDO:0005141	folate deficiency	MTHFR	NCBIGene:4524	MTHFR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q223	Hyperthyroidism	MONDO:0005147	hyperthyroidism	TSHR	NCBIGene:7253	TSHR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q224	Hypothyroidism	MONDO:0005148	hypothyroidism	TPO	NCBIGene:7173	TPO	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q225	Addison disease	MONDO:0005149	Addison disease	CYP21A2	NCBIGene:1589	CYP21A2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q226	Cushing syndrome	MONDO:0005112	Cushing syndrome	NR3C1	NCBIGene:2908	NR3C1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q227	Polycystic ovary syndrome	MONDO:0005143	polycystic ovary syndrome	FSHR	NCBIGene:2492	FSHR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q228	Endometriosis	MONDO:0005144	endometriosis	ESR2	NCBIGene:2100	ESR2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q229	Uterine fibroids	MONDO:0005145	uterine fibroids	HMGA2	NCBIGene:8091	HMGA2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q230	Preeclampsia	MONDO:0005146	preeclampsia	FLT1	NCBIGene:2321	FLT1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q231	Infertility	MONDO:0005147	infertility	AMH	NCBIGene:268	AMH	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q232	Male infertility	MONDO:0005148	male infertility	CFTR	NCBIGene:1080	CFTR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q233	Erectile dysfunction	MONDO:0005149	erectile dysfunction	NOS3	NCBIGene:4846	NOS3	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q234	Benign prostatic hyperplasia	MONDO:0005150	BPH	SRD5A2	NCBIGene:6716	SRD5A2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q235	Urinary tract infection	MONDO:0005151	urinary tract infection	TLR4	NCBIGene:7099	TLR4	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q236	Interstitial cystitis	MONDO:0005152	interstitial cystitis	NGF	NCBIGene:4803	NGF	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q237	Kidney stones	MONDO:0005153	kidney stones	CLDN14	NCBIGene:23562	CLDN14	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q238	Chronic kidney disease	MONDO:0005300	chronic kidney disease	UMOD	NCBIGene:7369	UMOD	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q239	Nephrotic syndrome	MONDO:0005154	nephrotic syndrome	NPHS1	NCBIGene:4868	NPHS1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q240	Polycystic kidney disease	MONDO:0005155	polycystic kidney disease	PKD1	NCBIGene:5310	PKD1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q241	Hyponatremia	MONDO:0005156	hyponatremia	AVPR2	NCBIGene:554	AVPR2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q242	Hyperkalemia	MONDO:0005157	hyperkalemia	KCNJ1	NCBIGene:3758	KCNJ1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q243	Hypokalemia	MONDO:0005158	hypokalemia	SLC12A3	NCBIGene:6559	SLC12A3	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q244	Metabolic acidosis	MONDO:0005159	metabolic acidosis	SLC4A1	NCBIGene:6521	SLC4A1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q245	Metabolic alkalosis	MONDO:0005160	metabolic alkalosis	SLC26A7	NCBIGene:115019	SLC26A7	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=1
Q246	Osteomalacia	MONDO:0005161	osteomalacia	CYP27B1	NCBIGene:1594	CYP27B1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q247	Rickets	MONDO:0005162	rickets	VDR	NCBIGene:7421	VDR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q248	Hyperparathyroidism	MONDO:0005163	hyperparathyroidism	CASR	NCBIGene:846	CASR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q249	Hypoparathyroidism	MONDO:0005164	hypoparathyroidism	GCM2	NCBIGene:924	GCM2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q250	Paget disease	MONDO:0005144	Paget disease	SQSTM1	NCBIGene:8878	SQSTM1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q251	TP53	NCBIGene:7157	TP53	PUMA	NCBIGene:27113	PUMA	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q252	STAT3	NCBIGene:6774	STAT3	IL6ST	NCBIGene:3572	IL6ST	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q253	TGFBR2	NCBIGene:7048	TGFBR2	SMAD7	NCBIGene:4092	SMAD7	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q254	ERBB2	NCBIGene:2064	ERBB2	GRB7	NCBIGene:2886	GRB7	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q255	MAPK8	NCBIGene:5599	MAPK8	JUN	NCBIGene:3725	JUN	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q256	CASP8	NCBIGene:841	CASP8	FADD	NCBIGene:8772	FADD	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q257	FAS	NCBIGene:355	FAS	FASLG	NCBIGene:356	FASLG	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q258	IKBKB	NCBIGene:3551	IKBKB	NFKB1	NCBIGene:4790	NFKB1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q259	CDK2	NCBIGene:1017	CDK2	CCNE1	NCBIGene:898	CCNE1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q260	CDK6	NCBIGene:1021	CDK6	CCND3	NCBIGene:896	CCND3	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q261	FOXO1	NCBIGene:2308	FOXO1	INSR	NCBIGene:3643	INSR	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q262	IRS2	NCBIGene:8660	IRS2	PIK3R1	NCBIGene:5295	PIK3R1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q263	GCK	NCBIGene:2645	GCK	G6PC	NCBIGene:2538	G6PC	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q264	SREBF1	NCBIGene:6720	SREBF1	FASN	NCBIGene:2194	FASN	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q265	PPARG	NCBIGene:5468	PPARG	CIDEA	NCBIGene:1149	CIDEA	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q266	HNF1A	NCBIGene:6927	HNF1A	HNF4A	NCBIGene:3172	HNF4A	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q267	KLF4	NCBIGene:9314	KLF4	SOX2	NCBIGene:6657	SOX2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q268	POU5F1	NCBIGene:5460	POU5F1	NANOG	NCBIGene:79923	NANOG	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q269	MYC	NCBIGene:4609	MYC	MAX	NCBIGene:4149	MAX	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q270	E2F1	NCBIGene:1869	E2F1	RB1	NCBIGene:5925	RB1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q271	HDAC1	NCBIGene:3065	HDAC1	SIN3A	NCBIGene:25942	SIN3A	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q272	DNMT1	NCBIGene:1786	DNMT1	UHRF1	NCBIGene:29128	UHRF1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q273	EZH2	NCBIGene:2146	EZH2	SUZ12	NCBIGene:23512	SUZ12	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q274	BRD4	NCBIGene:23476	BRD4	MYC	NCBIGene:4609	MYC	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q275	SMARCA4	NCBIGene:6597	SMARCA4	ARID1A	NCBIGene:8289	ARID1A	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q276	RNA polymerase II	MONDO:0000001	biological process	CDK9	NCBIGene:1025	CDK9	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=1
Q277	SERCA	NCBIGene:489	ATP2A2	PLN	NCBIGene:5350	PLN	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q278	RYR2	NCBIGene:6262	RYR2	CALM1	NCBIGene:801	CALM1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q279	CACNA1C	NCBIGene:775	CACNA1C	CALB1	NCBIGene:793	CALB1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q280	SCN5A	NCBIGene:6331	SCN5A	ANK2	NCBIGene:287	ANK2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q281	KCNQ1	NCBIGene:3784	KCNQ1	KCNE1	NCBIGene:3753	KCNE1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q282	KCNH2	NCBIGene:3757	KCNH2	CACNB2	NCBIGene:783	CACNB2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q283	GABRA1	NCBIGene:2554	GABRA1	GABRB2	NCBIGene:2561	GABRB2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q284	GRIN2B	NCBIGene:2904	GRIN2B	DLG4	NCBIGene:1742	DLG4	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q285	SNAP25	NCBIGene:6616	SNAP25	STX1A	NCBIGene:6804	STX1A	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q286	SYT1	NCBIGene:6857	SYT1	VAMP2	NCBIGene:6844	VAMP2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q287	HTR2A	NCBIGene:3356	HTR2A	GNAQ	NCBIGene:2776	GNAQ	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q288	DRD2	NCBIGene:1813	DRD2	GNAI2	NCBIGene:2771	GNAI2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q289	OPRM1	NCBIGene:4988	OPRM1	ARRB2	NCBIGene:409	ARRB2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q290	CNR1	NCBIGene:1268	CNR1	GNAO1	NCBIGene:2775	GNAO1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q291	ADRA1A	NCBIGene:148	ADRA1A	GNA11	NCBIGene:2767	GNA11	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q292	CHRM2	NCBIGene:1129	CHRM2	GNAI1	NCBIGene:2770	GNAI1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q293	INSR	NCBIGene:3643	INSR	SHC1	NCBIGene:6464	SHC1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q294	EGFR	NCBIGene:1956	EGFR	SHC1	NCBIGene:6464	SHC1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q295	FGFR2	NCBIGene:2263	FGFR2	FRS2	NCBIGene:10818	FRS2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q296	IGF1R	NCBIGene:3480	IGF1R	IRS1	NCBIGene:3667	IRS1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q297	ERBB4	NCBIGene:2066	ERBB4	NRG1	NCBIGene:3084	NRG1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q298	AXIN1	NCBIGene:8312	AXIN1	GSK3B	NCBIGene:2932	GSK3B	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q299	DVL2	NCBIGene:1856	DVL2	FZD7	NCBIGene:8324	FZD7	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q300	SMO	NCBIGene:6608	SMO	PTCH1	NCBIGene:5727	PTCH1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
