question_id	subject_text	subject_curie	subject_label	object_text	object_curie	object_label	notes
Q39	SLC6A4	NCBIGene:6532	SLC6A4	Fluoxetine	CHEBI:5118	fluoxetine	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q40	SCN1A	NCBIGene:6323	SCN1A	Valproic acid	CHEBI:39867	valproic acid	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q41	TP53	NCBIGene:7157	TP53	MDM2	NCBIGene:4193	MDM2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q42	AKT1	NCBIGene:207	AKT1	PIK3CA	NCBIGene:5290	PIK3CA	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q43	MAPK1	NCBIGene:5594	MAPK1	MAPK3	NCBIGene:5595	MAPK3	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q44	STAT3	NCBIGene:6774	STAT3	JAK2	NCBIGene:3717	JAK2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q45	HIF1A	NCBIGene:3091	HIF1A	VEGFA	NCBIGene:7422	VEGFA	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q46	NF1	NCBIGene:4763	NF1	RAS	NCBIGene:3265	RAS	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q47	BRCA1	NCBIGene:672	BRCA1	RAD51	NCBIGene:5888	RAD51	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q48	FOXO3	NCBIGene:2309	FOXO3	SIRT1	NCBIGene:23411	SIRT1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q49	MTOR	NCBIGene:2475	MTOR	RPTOR	NCBIGene:57521	RPTOR	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q50	CDKN2A	NCBIGene:1029	CDKN2A	RB1	NCBIGene:5925	RB1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q51	Huntington disease	MONDO:0007739	Huntington disease	HTT	NCBIGene:3064	HTT	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q52	Amyotrophic lateral sclerosis	MONDO:0004976	amyotrophic lateral sclerosis	SOD1	NCBIGene:6647	SOD1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q53	Frontotemporal dementia	MONDO:0004977	frontotemporal dementia	GRN	NCBIGene:2896	GRN	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q54	Spinocerebellar ataxia	MONDO:0012105	spinocerebellar ataxia	ATXN1	NCBIGene:6310	ATXN1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q55	Myocardial infarction	MONDO:0005060	myocardial infarction	IL1B	NCBIGene:3553	IL1B	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q56	Heart failure	MONDO:0004995	heart failure	NPPA	NCBIGene:4878	NPPA	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q57	Atrial fibrillation	MONDO:0004981	atrial fibrillation	KCNQ1	NCBIGene:3784	KCNQ1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q58	Long QT syndrome	MONDO:0002442	long QT syndrome	KCNH2	NCBIGene:3757	KCNH2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q59	Hypertrophic cardiomyopathy	MONDO:0005045	hypertrophic cardiomyopathy	MYH7	NCBIGene:4625	MYH7	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q60	Dilated cardiomyopathy	MONDO:0005021	dilated cardiomyopathy	TTN	NCBIGene:7273	TTN	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q61	Osteoporosis	MONDO:0005184	osteoporosis	VDR	NCBIGene:7421	VDR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q62	Osteoarthritis	MONDO:0005263	osteoarthritis	MMP13	NCBIGene:4322	MMP13	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q63	Ankylosing spondylitis	MONDO:0005309	ankylosing spondylitis	HLA-B27	NCBIGene:3106	HLA-B27	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q64	Gout	MONDO:0005570	gout	SLC2A9	NCBIGene:56606	SLC2A9	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q65	Nonalcoholic fatty liver disease	MONDO:0011218	nonalcoholic fatty liver disease	PNPLA3	NCBIGene:80339	PNPLA3	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q66	Hepatocellular carcinoma	MONDO:0007256	hepatocellular carcinoma	CTNNB1	NCBIGene:1499	CTNNB1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q67	Pancreatic cancer	MONDO:0007255	pancreatic cancer	SMAD4	NCBIGene:4089	SMAD4	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q68	Gastric cancer	MONDO:0005555	gastric cancer	CDH1	NCBIGene:999	CDH1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q69	Esophageal carcinoma	MONDO:0005016	esophageal carcinoma	TP63	NCBIGene:8626	TP63	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q70	Bladder cancer	MONDO:0005026	bladder cancer	FGFR3	NCBIGene:2261	FGFR3	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q71	Kidney cancer	MONDO:0005093	kidney cancer	VHL	NCBIGene:7428	VHL	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q72	Thyroid carcinoma	MONDO:0005089	thyroid carcinoma	RET	NCBIGene:5979	RET	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q73	Acute myeloid leukemia	MONDO:0005096	acute myeloid leukemia	NPM1	NCBIGene:4869	NPM1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q74	Chronic myeloid leukemia	MONDO:0004997	chronic myeloid leukemia	BCR	NCBIGene:613	BCR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q75	Lymphoma	MONDO:0005290	lymphoma	BCL2	NCBIGene:596	BCL2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q76	Autoimmune hepatitis	MONDO:0005371	autoimmune hepatitis	STAT1	NCBIGene:6772	STAT1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q77	Celiac disease	MONDO:0005130	celiac disease	HLA-DQA1	NCBIGene:3117	HLA-DQA1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q78	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	PPARG	NCBIGene:5468	PPARG	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q79	Obesity	MONDO:0005148	obesity	MC4R	NCBIGene:4160	MC4R	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q80	Insulin resistance	MONDO:0011288	insulin resistance	IRS1	NCBIGene:3667	IRS1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q81	VEGFA	NCBIGene:7422	VEGFA	Bevacizumab	CHEBI:63635	bevacizumab	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q82	CD20	NCBIGene:931	CD20	Rituximab	CHEBI:64331	rituximab	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q83	JAK2	NCBIGene:3717	JAK2	Ruxolitinib	CHEBI:70357	ruxolitinib	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q84	BCR-ABL	NCBIGene:613	BCR	Imatinib	CHEBI:45783	imatinib	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=4
Q85	ERBB2	NCBIGene:2064	ERBB2	Trastuzumab	CHEBI:64329	trastuzumab	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=4
Q86	PDCD1	NCBIGene:5133	PDCD1	Nivolumab	CHEBI:82717	nivolumab	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q87	CTLA4	NCBIGene:1493	CTLA4	Ipilimumab	CHEBI:82718	ipilimumab	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q88	MTOR	NCBIGene:2475	MTOR	Rapamycin	CHEBI:9168	rapamycin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=4
Q89	PARP1	NCBIGene:142	PARP1	Olaparib	CHEBI:83713	olaparib	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q90	HMGCR	NCBIGene:3156	HMGCR	Atorvastatin	CHEBI:39548	atorvastatin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q91	IL17A	NCBIGene:3605	IL17A	Secukinumab	CHEBI:82744	secukinumab	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q92	IL12B	NCBIGene:3593	IL12B	Ustekinumab	CHEBI:82745	ustekinumab	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q93	CCR5	NCBIGene:1234	CCR5	Maraviroc	CHEBI:63644	maraviroc	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q94	CYP2D6	NCBIGene:1565	CYP2D6	Codeine	CHEBI:16714	codeine	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q95	BRCA2	NCBIGene:675	BRCA2	PALB2	NCBIGene:79728	PALB2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q96	SMAD3	NCBIGene:4088	SMAD3	TGFBR1	NCBIGene:7046	TGFBR1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q97	WNT1	NCBIGene:7471	WNT1	CTNNB1	NCBIGene:1499	CTNNB1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q98	EIF2AK3	NCBIGene:9451	EIF2AK3	ATF4	NCBIGene:468	ATF4	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q99	FOXP3	NCBIGene:50943	FOXP3	IL2RA	NCBIGene:3559	IL2RA	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q100	CDK4	NCBIGene:1019	CDK4	CCND1	NCBIGene:595	CCND1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
