question_id,run_id,n_gpt,n_robokop,n_intersection,jaccard,precision_like,recall_like,f1
Q3,9,5,1,0,0.000000,0.000000,0.000000,0.000000
Q3,10,5,1,0,0.000000,0.000000,0.000000,0.000000
Q3,11,6,1,0,0.000000,0.000000,0.000000,0.000000
Q3,12,7,1,0,0.000000,0.000000,0.000000,0.000000
Q3,13,6,1,0,0.000000,0.000000,0.000000,0.000000
Q3,14,5,1,0,0.000000,0.000000,0.000000,0.000000
Q3,15,3,1,0,0.000000,0.000000,0.000000,0.000000
Q3,16,6,1,0,0.000000,0.000000,0.000000,0.000000
Q3,17,6,1,0,0.000000,0.000000,0.000000,0.000000
Q3,18,7,1,0,0.000000,0.000000,0.000000,0.000000
Q3,19,3,1,0,0.000000,0.000000,0.000000,0.000000
Q3,20,4,1,0,0.000000,0.000000,0.000000,0.000000
Q4,1,6,3,1,0.125000,0.166667,0.333333,0.222222
Q4,2,7,3,2,0.250000,0.285714,0.666667,0.400000
Q4,3,4,3,1,0.166667,0.250000,0.333333,0.285714
Q4,4,6,3,1,0.125000,0.166667,0.333333,0.222222
Q4,5,6,3,1,0.125000,0.166667,0.333333,0.222222
Q4,6,6,3,1,0.125000,0.166667,0.333333,0.222222
Q4,7,6,3,1,0.125000,0.166667,0.333333,0.222222
Q4,8,7,3,1,0.111111,0.142857,0.333333,0.200000
Q4,9,4,3,1,0.166667,0.250000,0.333333,0.285714
Q4,10,5,3,1,0.142857,0.200000,0.333333,0.250000
Q4,11,6,3,1,0.125000,0.166667,0.333333,0.222222
Q4,12,3,3,1,0.200000,0.333333,0.333333,0.333333
Q4,13,3,3,0,0.000000,0.000000,0.000000,0.000000
Q4,14,6,3,2,0.285714,0.333333,0.666667,0.444444
Q4,15,5,3,0,0.000000,0.000000,0.000000,0.000000
Q4,16,6,3,1,0.125000,0.166667,0.333333,0.222222
Q4,17,6,3,1,0.125000,0.166667,0.333333,0.222222
Q4,18,3,3,0,0.000000,0.000000,0.000000,0.000000
Q4,19,7,3,1,0.111111,0.142857,0.333333,0.200000
Q4,20,5,3,1,0.142857,0.200000,0.333333,0.250000
Q5,1,7,4,2,0.222222,0.285714,0.500000,0.363636
Q5,2,5,4,1,0.125000,0.200000,0.250000,0.222222
Q5,3,5,4,1,0.125000,0.200000,0.250000,0.222222
Q5,4,7,4,2,0.222222,0.285714,0.500000,0.363636
Q5,5,6,4,1,0.111111,0.166667,0.250000,0.200000
Q5,6,7,4,2,0.222222,0.285714,0.500000,0.363636
Q5,7,5,4,1,0.125000,0.200000,0.250000,0.222222
Q5,8,4,4,1,0.142857,0.250000,0.250000,0.250000
Q5,9,5,4,1,0.125000,0.200000,0.250000,0.222222
Q5,10,5,4,2,0.285714,0.400000,0.500000,0.444444
Q5,11,6,4,2,0.250000,0.333333,0.500000,0.400000
Q5,12,7,4,2,0.222222,0.285714,0.500000,0.363636
Q5,13,5,4,1,0.125000,0.200000,0.250000,0.222222
Q5,14,6,4,1,0.111111,0.166667,0.250000,0.200000
Q5,15,5,4,2,0.285714,0.400000,0.500000,0.444444
Q5,16,6,4,2,0.250000,0.333333,0.500000,0.400000
Q5,17,5,4,1,0.125000,0.200000,0.250000,0.222222
Q5,18,6,4,2,0.250000,0.333333,0.500000,0.400000
Q5,19,5,4,1,0.125000,0.200000,0.250000,0.222222
Q5,20,5,4,1,0.125000,0.200000,0.250000,0.222222
Q6,1,3,1,0,0.000000,0.000000,0.000000,0.000000
Q6,2,5,1,0,0.000000,0.000000,0.000000,0.000000
Q6,3,4,1,0,0.000000,0.000000,0.000000,0.000000
Q6,4,3,1,0,0.000000,0.000000,0.000000,0.000000
Q6,5,6,1,0,0.000000,0.000000,0.000000,0.000000
Q6,6,5,1,0,0.000000,0.000000,0.000000,0.000000
Q6,7,3,1,0,0.000000,0.000000,0.000000,0.000000
Q6,8,6,1,0,0.000000,0.000000,0.000000,0.000000
Q6,9,3,1,0,0.000000,0.000000,0.000000,0.000000
Q6,10,2,1,0,0.000000,0.000000,0.000000,0.000000
Q6,11,3,1,0,0.000000,0.000000,0.000000,0.000000
Q6,12,3,1,0,0.000000,0.000000,0.000000,0.000000
Q6,13,6,1,0,0.000000,0.000000,0.000000,0.000000
Q6,14,2,1,0,0.000000,0.000000,0.000000,0.000000
Q6,15,3,1,0,0.000000,0.000000,0.000000,0.000000
Q6,16,3,1,0,0.000000,0.000000,0.000000,0.000000
Q6,17,4,1,0,0.000000,0.000000,0.000000,0.000000
Q6,18,3,1,0,0.000000,0.000000,0.000000,0.000000
Q6,19,1,1,0,0.000000,0.000000,0.000000,0.000000
Q6,20,3,1,0,0.000000,0.000000,0.000000,0.000000
Q7,1,6,4,1,0.111111,0.166667,0.250000,0.200000
Q7,2,4,4,0,0.000000,0.000000,0.000000,0.000000
Q7,3,5,4,1,0.125000,0.200000,0.250000,0.222222
Q7,4,2,4,0,0.000000,0.000000,0.000000,0.000000
Q7,5,5,4,0,0.000000,0.000000,0.000000,0.000000
Q7,6,4,4,0,0.000000,0.000000,0.000000,0.000000
Q7,7,3,4,0,0.000000,0.000000,0.000000,0.000000
Q7,8,5,4,0,0.000000,0.000000,0.000000,0.000000
Q7,9,4,4,0,0.000000,0.000000,0.000000,0.000000
Q7,10,2,4,0,0.000000,0.000000,0.000000,0.000000
Q7,11,2,4,0,0.000000,0.000000,0.000000,0.000000
Q7,12,4,4,0,0.000000,0.000000,0.000000,0.000000
Q7,13,4,4,0,0.000000,0.000000,0.000000,0.000000
Q7,14,3,4,0,0.000000,0.000000,0.000000,0.000000
Q7,15,3,4,1,0.166667,0.333333,0.250000,0.285714
Q7,16,3,4,0,0.000000,0.000000,0.000000,0.000000
Q7,17,4,4,0,0.000000,0.000000,0.000000,0.000000
Q7,18,7,4,1,0.100000,0.142857,0.250000,0.181818
Q7,19,2,4,0,0.000000,0.000000,0.000000,0.000000
Q7,20,6,4,1,0.111111,0.166667,0.250000,0.200000
Q8,1,5,3,0,0.000000,0.000000,0.000000,0.000000
Q8,2,3,3,1,0.200000,0.333333,0.333333,0.333333
Q8,3,3,3,0,0.000000,0.000000,0.000000,0.000000
Q8,4,4,3,1,0.166667,0.250000,0.333333,0.285714
Q8,5,3,3,0,0.000000,0.000000,0.000000,0.000000
Q8,6,3,3,0,0.000000,0.000000,0.000000,0.000000
Q8,7,6,3,1,0.125000,0.166667,0.333333,0.222222
Q8,8,5,3,1,0.142857,0.200000,0.333333,0.250000
Q8,9,3,3,1,0.200000,0.333333,0.333333,0.333333
Q8,10,5,3,1,0.142857,0.200000,0.333333,0.250000
Q8,11,6,3,1,0.125000,0.166667,0.333333,0.222222
Q8,12,3,3,1,0.200000,0.333333,0.333333,0.333333
Q8,13,6,3,1,0.125000,0.166667,0.333333,0.222222
Q8,14,5,3,1,0.142857,0.200000,0.333333,0.250000
Q8,15,5,3,1,0.142857,0.200000,0.333333,0.250000
Q8,16,4,3,1,0.166667,0.250000,0.333333,0.285714
Q8,17,4,3,1,0.166667,0.250000,0.333333,0.285714
Q8,18,4,3,1,0.166667,0.250000,0.333333,0.285714
Q8,19,5,3,1,0.142857,0.200000,0.333333,0.250000
Q8,20,5,3,1,0.142857,0.200000,0.333333,0.250000
