question_id,run_id,subject_curie,object_curie,edge_key,raw_json
Q1,4,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:contributes_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:coexists_with""}]}"
Q1,4,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:precedes|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:coexists_with""}]}"
Q1,4,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:predisposes_to_condition|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:coexists_with""}]}"
Q1,5,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:associated_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:coexists_with""}]}"
Q1,5,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:coexists_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:coexists_with""}]}"
Q1,5,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:contributes_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:coexists_with""}]}"
Q1,5,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:precedes|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:coexists_with""}]}"
Q1,5,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:predisposes_to_condition|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:coexists_with""}]}"
Q1,5,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:temporally_related_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:coexists_with""}]}"
Q1,6,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:associated_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,6,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:causes|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,6,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:coexists_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,6,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:contributes_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,6,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:positively_correlated_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,6,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:precedes|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,6,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:predisposes_to_condition|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,6,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:related_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,6,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:temporally_related_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,7,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:associated_with|MONDO:0018310,"{""edges"": [{""predicate"": ""biolink:associated_with""}, {""predicate"": ""biolink:predisposes_to_condition""}, {""predicate"": ""biolink:contributes_to""}, {""predicate"": ""biolink:precedes""}, {""predicate"": ""biolink:related_to""}]}"
Q1,7,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:contributes_to|MONDO:0018310,"{""edges"": [{""predicate"": ""biolink:associated_with""}, {""predicate"": ""biolink:predisposes_to_condition""}, {""predicate"": ""biolink:contributes_to""}, {""predicate"": ""biolink:precedes""}, {""predicate"": ""biolink:related_to""}]}"
Q1,7,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:precedes|MONDO:0018310,"{""edges"": [{""predicate"": ""biolink:associated_with""}, {""predicate"": ""biolink:predisposes_to_condition""}, {""predicate"": ""biolink:contributes_to""}, {""predicate"": ""biolink:precedes""}, {""predicate"": ""biolink:related_to""}]}"
Q1,7,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:predisposes_to_condition|MONDO:0018310,"{""edges"": [{""predicate"": ""biolink:associated_with""}, {""predicate"": ""biolink:predisposes_to_condition""}, {""predicate"": ""biolink:contributes_to""}, {""predicate"": ""biolink:precedes""}, {""predicate"": ""biolink:related_to""}]}"
Q1,7,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:related_to|MONDO:0018310,"{""edges"": [{""predicate"": ""biolink:associated_with""}, {""predicate"": ""biolink:predisposes_to_condition""}, {""predicate"": ""biolink:contributes_to""}, {""predicate"": ""biolink:precedes""}, {""predicate"": ""biolink:related_to""}]}"
Q1,8,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:associated_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,8,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:causes|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,8,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:coexists_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,8,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:contributes_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,8,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:positively_correlated_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,8,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:precedes|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,8,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:predisposes_to_condition|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,8,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:related_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,8,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:temporally_related_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:coexists_with""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""}]}"
Q1,9,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:associated_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:related_to""}]}"
Q1,9,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:causes|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:related_to""}]}"
Q1,9,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:contributes_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:related_to""}]}"
Q1,9,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:precedes|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:related_to""}]}"
Q1,9,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:predisposes_to_condition|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:related_to""}]}"
Q1,9,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:related_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:causes""},{""predicate"":""biolink:related_to""}]}"
Q1,10,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:associated_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:related_to""}]}"
Q1,10,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:contributes_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:related_to""}]}"
Q1,10,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:precedes|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:related_to""}]}"
Q1,10,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:predisposes_to_condition|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:related_to""}]}"
Q1,10,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:related_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:related_to""}]}"
Q1,11,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:associated_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:coexists_with""}]}"
Q1,11,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:coexists_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:coexists_with""}]}"
Q1,11,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:contributes_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:coexists_with""}]}"
Q1,11,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:positively_correlated_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:coexists_with""}]}"
Q1,11,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:precedes|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:coexists_with""}]}"
Q1,11,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:predisposes_to_condition|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:coexists_with""}]}"
Q1,11,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:related_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:coexists_with""}]}"
Q1,11,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:temporally_related_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:precedes""},{""predicate"":""biolink:temporally_related_to""},{""predicate"":""biolink:related_to""},{""predicate"":""biolink:positively_correlated_with""},{""predicate"":""biolink:coexists_with""}]}"
Q1,12,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:associated_with|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:causes""}]}"
Q1,12,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:causes|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:causes""}]}"
Q1,12,MONDO:0018310,MONDO:0005559,MONDO:0005559|biolink:contributes_to|MONDO:0018310,"{""edges"":[{""predicate"":""biolink:associated_with""},{""predicate"":""biolink:contributes_to""},{""predicate"":""biolink:predisposes_to_condition""},{""predicate"":""biolink:causes""}]}"
