question_id	run_id	gpt_edges	kg_edges	matched_edges	tp	fp	fn	precision	recall	f1
Q1	70	2	2	0	0	2	2	0.0	0.0	0.0
Q1	71	1	2	0	0	1	2	0.0	0.0	0.0
Q1	72	1	2	0	0	1	2	0.0	0.0	0.0
Q1	73	1	2	0	0	1	2	0.0	0.0	0.0
Q1	74	1	2	0	0	1	2	0.0	0.0	0.0
Q1	75	1	2	0	0	1	2	0.0	0.0	0.0
Q1	76	1	2	0	0	1	2	0.0	0.0	0.0
Q1	77	1	2	0	0	1	2	0.0	0.0	0.0
Q1	78	1	2	0	0	1	2	0.0	0.0	0.0
Q1	79	1	2	0	0	1	2	0.0	0.0	0.0
Q1	80	1	2	0	0	1	2	0.0	0.0	0.0
Q1	81	1	2	0	0	1	2	0.0	0.0	0.0
Q1	82	2	2	0	0	2	2	0.0	0.0	0.0
Q1	84	1	2	0	0	1	2	0.0	0.0	0.0
Q1	85	1	2	0	0	1	2	0.0	0.0	0.0
Q1	86	1	2	0	0	1	2	0.0	0.0	0.0
Q1	87	1	2	0	0	1	2	0.0	0.0	0.0
Q1	88	1	2	0	0	1	2	0.0	0.0	0.0
Q1	89	1	2	0	0	1	2	0.0	0.0	0.0
Q1	90	1	2	0	0	1	2	0.0	0.0	0.0
Q1	91	1	2	0	0	1	2	0.0	0.0	0.0
Q1	92	1	2	0	0	1	2	0.0	0.0	0.0
Q1	93	1	2	0	0	1	2	0.0	0.0	0.0
Q1	94	1	2	0	0	1	2	0.0	0.0	0.0
Q1	95	2	2	0	0	2	2	0.0	0.0	0.0
Q1	96	1	2	0	0	1	2	0.0	0.0	0.0
Q1	97	1	2	0	0	1	2	0.0	0.0	0.0
Q1	98	1	2	0	0	1	2	0.0	0.0	0.0
Q1	99	1	2	0	0	1	2	0.0	0.0	0.0
Q1	100	1	2	0	0	1	2	0.0	0.0	0.0
Q2	1	1	5	0	0	1	5	0.0	0.0	0.0
Q2	2	2	5	0	0	2	5	0.0	0.0	0.0
Q2	3	1	5	0	0	1	5	0.0	0.0	0.0
Q2	4	1	5	0	0	1	5	0.0	0.0	0.0
Q2	5	1	5	0	0	1	5	0.0	0.0	0.0
Q2	7	2	5	0	0	2	5	0.0	0.0	0.0
Q2	8	2	5	0	0	2	5	0.0	0.0	0.0
Q2	9	1	5	0	0	1	5	0.0	0.0	0.0
Q2	10	1	5	0	0	1	5	0.0	0.0	0.0
Q2	11	1	5	0	0	1	5	0.0	0.0	0.0
Q2	12	2	5	0	0	2	5	0.0	0.0	0.0
Q2	13	2	5	0	0	2	5	0.0	0.0	0.0
Q2	14	1	5	0	0	1	5	0.0	0.0	0.0
Q2	15	1	5	0	0	1	5	0.0	0.0	0.0
Q2	16	2	5	0	0	2	5	0.0	0.0	0.0
Q2	17	1	5	0	0	1	5	0.0	0.0	0.0
Q2	18	1	5	0	0	1	5	0.0	0.0	0.0
Q2	19	1	5	0	0	1	5	0.0	0.0	0.0
Q2	21	2	5	0	0	2	5	0.0	0.0	0.0
Q2	22	2	5	0	0	2	5	0.0	0.0	0.0
Q2	23	1	5	0	0	1	5	0.0	0.0	0.0
Q2	24	1	5	0	0	1	5	0.0	0.0	0.0
Q2	25	1	5	0	0	1	5	0.0	0.0	0.0
Q2	26	2	5	0	0	2	5	0.0	0.0	0.0
Q2	27	2	5	0	0	2	5	0.0	0.0	0.0
Q2	28	1	5	0	0	1	5	0.0	0.0	0.0
Q2	29	1	5	0	0	1	5	0.0	0.0	0.0
Q2	30	1	5	0	0	1	5	0.0	0.0	0.0
Q2	31	1	5	0	0	1	5	0.0	0.0	0.0
Q2	32	2	5	0	0	2	5	0.0	0.0	0.0
Q2	33	2	5	0	0	2	5	0.0	0.0	0.0
Q2	34	1	5	0	0	1	5	0.0	0.0	0.0
Q2	35	1	5	0	0	1	5	0.0	0.0	0.0
Q2	36	1	5	0	0	1	5	0.0	0.0	0.0
Q2	37	1	5	0	0	1	5	0.0	0.0	0.0
Q2	38	2	5	0	0	2	5	0.0	0.0	0.0
Q2	39	1	5	0	0	1	5	0.0	0.0	0.0
Q2	41	1	5	0	0	1	5	0.0	0.0	0.0
Q2	42	2	5	0	0	2	5	0.0	0.0	0.0
Q2	43	1	5	0	0	1	5	0.0	0.0	0.0
Q2	44	2	5	0	0	2	5	0.0	0.0	0.0
Q2	45	1	5	0	0	1	5	0.0	0.0	0.0
Q2	46	1	5	0	0	1	5	0.0	0.0	0.0
Q2	47	1	5	0	0	1	5	0.0	0.0	0.0
Q2	48	1	5	0	0	1	5	0.0	0.0	0.0
Q2	49	1	5	0	0	1	5	0.0	0.0	0.0
Q2	50	1	5	0	0	1	5	0.0	0.0	0.0
Q2	51	1	5	0	0	1	5	0.0	0.0	0.0
Q2	52	1	5	0	0	1	5	0.0	0.0	0.0
Q2	53	2	5	0	0	2	5	0.0	0.0	0.0
Q2	54	1	5	0	0	1	5	0.0	0.0	0.0
Q2	55	2	5	0	0	2	5	0.0	0.0	0.0
Q2	56	2	5	0	0	2	5	0.0	0.0	0.0
Q2	57	2	5	0	0	2	5	0.0	0.0	0.0
Q2	58	1	5	0	0	1	5	0.0	0.0	0.0
Q2	59	1	5	0	0	1	5	0.0	0.0	0.0
Q2	60	1	5	0	0	1	5	0.0	0.0	0.0
Q2	61	2	5	0	0	2	5	0.0	0.0	0.0
Q2	62	1	5	0	0	1	5	0.0	0.0	0.0
Q2	63	2	5	0	0	2	5	0.0	0.0	0.0
Q2	64	1	5	0	0	1	5	0.0	0.0	0.0
Q2	65	1	5	0	0	1	5	0.0	0.0	0.0
Q2	66	1	5	0	0	1	5	0.0	0.0	0.0
Q2	67	1	5	0	0	1	5	0.0	0.0	0.0
Q2	68	1	5	0	0	1	5	0.0	0.0	0.0
Q2	69	1	5	0	0	1	5	0.0	0.0	0.0
Q2	70	1	5	0	0	1	5	0.0	0.0	0.0
Q2	71	1	5	0	0	1	5	0.0	0.0	0.0
Q2	72	1	5	0	0	1	5	0.0	0.0	0.0
Q2	73	1	5	0	0	1	5	0.0	0.0	0.0
Q2	74	1	5	0	0	1	5	0.0	0.0	0.0
Q2	75	1	5	0	0	1	5	0.0	0.0	0.0
Q2	76	1	5	0	0	1	5	0.0	0.0	0.0
Q2	77	1	5	0	0	1	5	0.0	0.0	0.0
Q2	78	1	5	0	0	1	5	0.0	0.0	0.0
Q2	79	1	5	0	0	1	5	0.0	0.0	0.0
Q2	80	1	5	0	0	1	5	0.0	0.0	0.0
Q2	81	1	5	0	0	1	5	0.0	0.0	0.0
Q2	82	1	5	0	0	1	5	0.0	0.0	0.0
Q2	83	1	5	0	0	1	5	0.0	0.0	0.0
Q2	84	1	5	0	0	1	5	0.0	0.0	0.0
Q2	85	1	5	0	0	1	5	0.0	0.0	0.0
Q2	86	1	5	0	0	1	5	0.0	0.0	0.0
Q2	87	1	5	0	0	1	5	0.0	0.0	0.0
Q2	88	2	5	0	0	2	5	0.0	0.0	0.0
Q2	89	1	5	0	0	1	5	0.0	0.0	0.0
Q2	90	1	5	0	0	1	5	0.0	0.0	0.0
Q2	91	1	5	0	0	1	5	0.0	0.0	0.0
Q2	92	1	5	0	0	1	5	0.0	0.0	0.0
Q2	94	1	5	0	0	1	5	0.0	0.0	0.0
Q2	95	1	5	0	0	1	5	0.0	0.0	0.0
Q2	96	1	5	0	0	1	5	0.0	0.0	0.0
Q2	97	1	5	0	0	1	5	0.0	0.0	0.0
Q2	98	1	5	0	0	1	5	0.0	0.0	0.0
Q2	99	2	5	0	0	2	5	0.0	0.0	0.0
Q3	5	1	1	0	0	1	1	0.0	0.0	0.0
Q3	10	1	1	0	0	1	1	0.0	0.0	0.0
Q3	15	1	1	0	0	1	1	0.0	0.0	0.0
Q3	22	1	1	0	0	1	1	0.0	0.0	0.0
Q3	27	1	1	0	0	1	1	0.0	0.0	0.0
Q3	35	1	1	0	0	1	1	0.0	0.0	0.0
Q3	47	1	1	0	0	1	1	0.0	0.0	0.0
Q3	68	1	1	0	0	1	1	0.0	0.0	0.0
Q3	87	1	1	0	0	1	1	0.0	0.0	0.0
Q3	91	1	1	0	0	1	1	0.0	0.0	0.0
Q5	14	1	7	0	0	1	7	0.0	0.0	0.0
Q7	6	1	1	0	0	1	1	0.0	0.0	0.0
Q7	8	2	1	0	0	2	1	0.0	0.0	0.0
Q7	12	1	1	0	0	1	1	0.0	0.0	0.0
Q7	13	1	1	0	0	1	1	0.0	0.0	0.0
Q7	16	1	1	0	0	1	1	0.0	0.0	0.0
Q7	22	1	1	0	0	1	1	0.0	0.0	0.0
Q7	23	1	1	0	0	1	1	0.0	0.0	0.0
Q7	31	1	1	0	0	1	1	0.0	0.0	0.0
Q7	36	1	1	0	0	1	1	0.0	0.0	0.0
Q7	40	1	1	0	0	1	1	0.0	0.0	0.0
Q7	48	1	1	0	0	1	1	0.0	0.0	0.0
Q7	55	1	1	0	0	1	1	0.0	0.0	0.0
Q7	56	1	1	0	0	1	1	0.0	0.0	0.0
Q7	67	1	1	0	0	1	1	0.0	0.0	0.0
Q7	68	1	1	0	0	1	1	0.0	0.0	0.0
Q7	73	1	1	0	0	1	1	0.0	0.0	0.0
Q7	81	1	1	0	0	1	1	0.0	0.0	0.0
Q8	2	2	5	0	0	2	5	0.0	0.0	0.0
Q8	3	1	5	0	0	1	5	0.0	0.0	0.0
Q8	4	2	5	0	0	2	5	0.0	0.0	0.0
Q8	6	2	5	0	0	2	5	0.0	0.0	0.0
Q8	7	1	5	0	0	1	5	0.0	0.0	0.0
Q8	9	2	5	0	0	2	5	0.0	0.0	0.0
Q8	10	1	5	0	0	1	5	0.0	0.0	0.0
Q8	11	2	5	0	0	2	5	0.0	0.0	0.0
Q8	12	1	5	0	0	1	5	0.0	0.0	0.0
Q8	13	2	5	0	0	2	5	0.0	0.0	0.0
Q8	14	1	5	0	0	1	5	0.0	0.0	0.0
Q8	15	1	5	0	0	1	5	0.0	0.0	0.0
Q8	16	1	5	0	0	1	5	0.0	0.0	0.0
Q8	17	1	5	0	0	1	5	0.0	0.0	0.0
Q8	18	1	5	0	0	1	5	0.0	0.0	0.0
Q8	19	1	5	0	0	1	5	0.0	0.0	0.0
Q8	20	1	5	0	0	1	5	0.0	0.0	0.0
Q8	21	2	5	0	0	2	5	0.0	0.0	0.0
Q8	22	1	5	0	0	1	5	0.0	0.0	0.0
Q8	23	1	5	0	0	1	5	0.0	0.0	0.0
Q8	24	1	5	0	0	1	5	0.0	0.0	0.0
Q8	25	2	5	0	0	2	5	0.0	0.0	0.0
Q8	26	2	5	0	0	2	5	0.0	0.0	0.0
Q8	27	1	5	0	0	1	5	0.0	0.0	0.0
Q8	28	1	5	0	0	1	5	0.0	0.0	0.0
Q8	29	1	5	0	0	1	5	0.0	0.0	0.0
Q8	30	1	5	0	0	1	5	0.0	0.0	0.0
Q8	31	1	5	0	0	1	5	0.0	0.0	0.0
Q8	32	2	5	0	0	2	5	0.0	0.0	0.0
Q8	35	1	5	0	0	1	5	0.0	0.0	0.0
Q8	36	1	5	0	0	1	5	0.0	0.0	0.0
Q8	37	2	5	0	0	2	5	0.0	0.0	0.0
Q8	38	1	5	0	0	1	5	0.0	0.0	0.0
Q8	39	1	5	0	0	1	5	0.0	0.0	0.0
Q8	40	1	5	0	0	1	5	0.0	0.0	0.0
Q8	41	1	5	0	0	1	5	0.0	0.0	0.0
Q8	42	2	5	0	0	2	5	0.0	0.0	0.0
Q8	43	1	5	0	0	1	5	0.0	0.0	0.0
Q8	44	1	5	0	0	1	5	0.0	0.0	0.0
Q8	46	1	5	0	0	1	5	0.0	0.0	0.0
Q8	47	2	5	0	0	2	5	0.0	0.0	0.0
Q8	48	1	5	0	0	1	5	0.0	0.0	0.0
Q8	49	1	5	0	0	1	5	0.0	0.0	0.0
Q8	50	1	5	0	0	1	5	0.0	0.0	0.0
Q8	51	2	5	0	0	2	5	0.0	0.0	0.0
Q8	52	1	5	0	0	1	5	0.0	0.0	0.0
Q8	53	1	5	0	0	1	5	0.0	0.0	0.0
Q8	54	1	5	0	0	1	5	0.0	0.0	0.0
Q8	55	1	5	0	0	1	5	0.0	0.0	0.0
Q8	56	1	5	0	0	1	5	0.0	0.0	0.0
Q8	57	1	5	0	0	1	5	0.0	0.0	0.0
Q8	58	1	5	0	0	1	5	0.0	0.0	0.0
Q8	59	1	5	0	0	1	5	0.0	0.0	0.0
Q8	61	1	5	0	0	1	5	0.0	0.0	0.0
Q8	62	1	5	0	0	1	5	0.0	0.0	0.0
Q8	63	1	5	0	0	1	5	0.0	0.0	0.0
Q8	64	1	5	0	0	1	5	0.0	0.0	0.0
Q8	65	1	5	0	0	1	5	0.0	0.0	0.0
Q8	66	1	5	0	0	1	5	0.0	0.0	0.0
Q8	67	1	5	0	0	1	5	0.0	0.0	0.0
Q8	68	1	5	0	0	1	5	0.0	0.0	0.0
Q8	69	1	5	0	0	1	5	0.0	0.0	0.0
Q8	70	1	5	0	0	1	5	0.0	0.0	0.0
Q8	71	1	5	0	0	1	5	0.0	0.0	0.0
Q8	72	1	5	0	0	1	5	0.0	0.0	0.0
Q8	73	1	5	0	0	1	5	0.0	0.0	0.0
Q8	74	1	5	0	0	1	5	0.0	0.0	0.0
Q8	75	1	5	0	0	1	5	0.0	0.0	0.0
Q8	76	1	5	0	0	1	5	0.0	0.0	0.0
Q8	77	1	5	0	0	1	5	0.0	0.0	0.0
Q8	78	2	5	0	0	2	5	0.0	0.0	0.0
Q8	79	1	5	0	0	1	5	0.0	0.0	0.0
Q8	80	1	5	0	0	1	5	0.0	0.0	0.0
Q8	81	1	5	0	0	1	5	0.0	0.0	0.0
Q8	82	1	5	0	0	1	5	0.0	0.0	0.0
Q8	83	1	5	0	0	1	5	0.0	0.0	0.0
Q8	84	1	5	0	0	1	5	0.0	0.0	0.0
Q8	85	1	5	0	0	1	5	0.0	0.0	0.0
Q8	86	1	5	0	0	1	5	0.0	0.0	0.0
Q8	87	1	5	0	0	1	5	0.0	0.0	0.0
Q8	88	1	5	0	0	1	5	0.0	0.0	0.0
Q8	89	2	5	0	0	2	5	0.0	0.0	0.0
Q8	90	1	5	0	0	1	5	0.0	0.0	0.0
Q8	91	1	5	0	0	1	5	0.0	0.0	0.0
Q8	92	1	5	0	0	1	5	0.0	0.0	0.0
Q8	93	1	5	0	0	1	5	0.0	0.0	0.0
Q8	94	1	5	0	0	1	5	0.0	0.0	0.0
Q8	96	1	5	0	0	1	5	0.0	0.0	0.0
Q8	97	1	5	0	0	1	5	0.0	0.0	0.0
Q8	98	1	5	0	0	1	5	0.0	0.0	0.0
Q9	1	1	4	0	0	1	4	0.0	0.0	0.0
Q9	2	1	4	0	0	1	4	0.0	0.0	0.0
Q9	4	2	4	0	0	2	4	0.0	0.0	0.0
Q9	5	2	4	0	0	2	4	0.0	0.0	0.0
Q9	6	1	4	0	0	1	4	0.0	0.0	0.0
Q9	7	1	4	0	0	1	4	0.0	0.0	0.0
Q9	8	1	4	0	0	1	4	0.0	0.0	0.0
Q9	9	1	4	0	0	1	4	0.0	0.0	0.0
Q9	10	1	4	0	0	1	4	0.0	0.0	0.0
Q9	11	2	4	0	0	2	4	0.0	0.0	0.0
Q9	12	1	4	0	0	1	4	0.0	0.0	0.0
Q9	13	1	4	0	0	1	4	0.0	0.0	0.0
Q9	14	1	4	0	0	1	4	0.0	0.0	0.0
Q9	16	2	4	0	0	2	4	0.0	0.0	0.0
Q9	17	1	4	0	0	1	4	0.0	0.0	0.0
Q9	19	1	4	0	0	1	4	0.0	0.0	0.0
Q9	20	1	4	0	0	1	4	0.0	0.0	0.0
Q9	21	1	4	0	0	1	4	0.0	0.0	0.0
Q9	22	1	4	0	0	1	4	0.0	0.0	0.0
Q9	25	1	4	0	0	1	4	0.0	0.0	0.0
Q9	26	1	4	0	0	1	4	0.0	0.0	0.0
Q9	27	1	4	0	0	1	4	0.0	0.0	0.0
Q9	28	1	4	0	0	1	4	0.0	0.0	0.0
Q9	29	1	4	0	0	1	4	0.0	0.0	0.0
Q9	30	1	4	0	0	1	4	0.0	0.0	0.0
Q9	32	1	4	0	0	1	4	0.0	0.0	0.0
Q9	33	1	4	0	0	1	4	0.0	0.0	0.0
Q9	34	2	4	0	0	2	4	0.0	0.0	0.0
Q9	35	1	4	0	0	1	4	0.0	0.0	0.0
Q9	36	1	4	0	0	1	4	0.0	0.0	0.0
Q9	37	1	4	0	0	1	4	0.0	0.0	0.0
Q9	38	1	4	0	0	1	4	0.0	0.0	0.0
Q9	39	1	4	0	0	1	4	0.0	0.0	0.0
Q9	41	2	4	0	0	2	4	0.0	0.0	0.0
Q9	45	1	4	0	0	1	4	0.0	0.0	0.0
Q9	46	1	4	0	0	1	4	0.0	0.0	0.0
Q9	47	1	4	0	0	1	4	0.0	0.0	0.0
Q9	49	1	4	0	0	1	4	0.0	0.0	0.0
Q9	52	1	4	0	0	1	4	0.0	0.0	0.0
Q9	53	2	4	0	0	2	4	0.0	0.0	0.0
Q9	54	2	4	0	0	2	4	0.0	0.0	0.0
Q9	57	1	4	0	0	1	4	0.0	0.0	0.0
Q9	58	1	4	0	0	1	4	0.0	0.0	0.0
Q9	59	1	4	0	0	1	4	0.0	0.0	0.0
Q9	60	1	4	0	0	1	4	0.0	0.0	0.0
Q9	61	2	4	0	0	2	4	0.0	0.0	0.0
Q9	62	1	4	0	0	1	4	0.0	0.0	0.0
Q9	63	1	4	0	0	1	4	0.0	0.0	0.0
Q9	64	1	4	0	0	1	4	0.0	0.0	0.0
Q9	65	2	4	0	0	2	4	0.0	0.0	0.0
Q9	66	1	4	0	0	1	4	0.0	0.0	0.0
Q9	67	1	4	0	0	1	4	0.0	0.0	0.0
Q9	69	1	4	0	0	1	4	0.0	0.0	0.0
Q9	70	1	4	0	0	1	4	0.0	0.0	0.0
Q9	72	1	4	0	0	1	4	0.0	0.0	0.0
Q9	73	1	4	0	0	1	4	0.0	0.0	0.0
Q9	74	2	4	0	0	2	4	0.0	0.0	0.0
Q9	75	1	4	0	0	1	4	0.0	0.0	0.0
Q9	76	1	4	0	0	1	4	0.0	0.0	0.0
Q9	77	1	4	0	0	1	4	0.0	0.0	0.0
Q9	78	1	4	0	0	1	4	0.0	0.0	0.0
Q9	79	1	4	0	0	1	4	0.0	0.0	0.0
Q9	81	1	4	0	0	1	4	0.0	0.0	0.0
Q9	82	1	4	0	0	1	4	0.0	0.0	0.0
Q9	83	1	4	0	0	1	4	0.0	0.0	0.0
Q9	84	2	4	0	0	2	4	0.0	0.0	0.0
Q9	85	2	4	0	0	2	4	0.0	0.0	0.0
Q9	86	1	4	0	0	1	4	0.0	0.0	0.0
Q9	87	2	4	0	0	2	4	0.0	0.0	0.0
Q9	88	2	4	0	0	2	4	0.0	0.0	0.0
Q9	90	1	4	0	0	1	4	0.0	0.0	0.0
Q9	91	1	4	0	0	1	4	0.0	0.0	0.0
Q9	92	1	4	0	0	1	4	0.0	0.0	0.0
Q9	94	1	4	0	0	1	4	0.0	0.0	0.0
Q9	95	1	4	0	0	1	4	0.0	0.0	0.0
Q9	96	1	4	0	0	1	4	0.0	0.0	0.0
Q9	97	1	4	0	0	1	4	0.0	0.0	0.0
Q9	98	2	4	0	0	2	4	0.0	0.0	0.0
Q9	99	1	4	0	0	1	4	0.0	0.0	0.0
Q9	100	1	4	0	0	1	4	0.0	0.0	0.0
Q12	6	1	1	0	0	1	1	0.0	0.0	0.0
Q12	35	1	1	0	0	1	1	0.0	0.0	0.0
Q12	53	1	1	0	0	1	1	0.0	0.0	0.0
Q12	82	1	1	0	0	1	1	0.0	0.0	0.0
Q12	97	1	1	0	0	1	1	0.0	0.0	0.0
Q15	1	1	2	0	0	1	2	0.0	0.0	0.0
Q15	2	2	2	0	0	2	2	0.0	0.0	0.0
Q15	3	1	2	0	0	1	2	0.0	0.0	0.0
Q15	4	2	2	0	0	2	2	0.0	0.0	0.0
Q15	5	1	2	0	0	1	2	0.0	0.0	0.0
Q15	6	1	2	0	0	1	2	0.0	0.0	0.0
Q15	7	1	2	0	0	1	2	0.0	0.0	0.0
Q15	8	1	2	0	0	1	2	0.0	0.0	0.0
Q15	9	1	2	0	0	1	2	0.0	0.0	0.0
Q15	10	1	2	0	0	1	2	0.0	0.0	0.0
Q15	11	1	2	0	0	1	2	0.0	0.0	0.0
Q15	12	1	2	0	0	1	2	0.0	0.0	0.0
Q15	13	1	2	0	0	1	2	0.0	0.0	0.0
Q15	14	1	2	0	0	1	2	0.0	0.0	0.0
Q15	15	1	2	0	0	1	2	0.0	0.0	0.0
Q15	16	1	2	0	0	1	2	0.0	0.0	0.0
Q15	17	2	2	0	0	2	2	0.0	0.0	0.0
Q15	18	2	2	0	0	2	2	0.0	0.0	0.0
Q15	19	1	2	0	0	1	2	0.0	0.0	0.0
Q15	20	1	2	0	0	1	2	0.0	0.0	0.0
Q15	21	2	2	0	0	2	2	0.0	0.0	0.0
Q15	22	2	2	0	0	2	2	0.0	0.0	0.0
Q15	23	1	2	0	0	1	2	0.0	0.0	0.0
Q15	24	2	2	0	0	2	2	0.0	0.0	0.0
Q15	25	1	2	0	0	1	2	0.0	0.0	0.0
Q15	26	1	2	0	0	1	2	0.0	0.0	0.0
Q15	27	1	2	0	0	1	2	0.0	0.0	0.0
Q15	28	1	2	0	0	1	2	0.0	0.0	0.0
Q15	29	1	2	0	0	1	2	0.0	0.0	0.0
Q15	30	1	2	0	0	1	2	0.0	0.0	0.0
Q15	31	1	2	0	0	1	2	0.0	0.0	0.0
Q15	32	1	2	0	0	1	2	0.0	0.0	0.0
Q15	33	1	2	0	0	1	2	0.0	0.0	0.0
Q15	34	1	2	0	0	1	2	0.0	0.0	0.0
Q15	35	1	2	0	0	1	2	0.0	0.0	0.0
Q15	36	1	2	0	0	1	2	0.0	0.0	0.0
Q15	37	1	2	0	0	1	2	0.0	0.0	0.0
Q15	38	1	2	0	0	1	2	0.0	0.0	0.0
Q15	39	2	2	0	0	2	2	0.0	0.0	0.0
Q15	40	2	2	0	0	2	2	0.0	0.0	0.0
Q15	41	1	2	0	0	1	2	0.0	0.0	0.0
Q15	42	1	2	0	0	1	2	0.0	0.0	0.0
Q15	43	1	2	0	0	1	2	0.0	0.0	0.0
Q15	44	2	2	0	0	2	2	0.0	0.0	0.0
Q15	45	1	2	0	0	1	2	0.0	0.0	0.0
Q15	46	1	2	0	0	1	2	0.0	0.0	0.0
Q15	47	1	2	0	0	1	2	0.0	0.0	0.0
Q15	48	1	2	0	0	1	2	0.0	0.0	0.0
Q15	49	1	2	0	0	1	2	0.0	0.0	0.0
Q15	50	1	2	0	0	1	2	0.0	0.0	0.0
Q15	51	2	2	0	0	2	2	0.0	0.0	0.0
Q15	52	1	2	0	0	1	2	0.0	0.0	0.0
Q15	53	1	2	0	0	1	2	0.0	0.0	0.0
Q15	54	1	2	0	0	1	2	0.0	0.0	0.0
Q15	55	1	2	0	0	1	2	0.0	0.0	0.0
Q15	56	1	2	0	0	1	2	0.0	0.0	0.0
Q15	57	1	2	0	0	1	2	0.0	0.0	0.0
Q15	58	1	2	0	0	1	2	0.0	0.0	0.0
Q15	59	2	2	0	0	2	2	0.0	0.0	0.0
Q15	60	1	2	0	0	1	2	0.0	0.0	0.0
Q15	61	1	2	0	0	1	2	0.0	0.0	0.0
Q15	62	1	2	0	0	1	2	0.0	0.0	0.0
Q15	63	2	2	0	0	2	2	0.0	0.0	0.0
Q15	64	2	2	0	0	2	2	0.0	0.0	0.0
Q15	65	1	2	0	0	1	2	0.0	0.0	0.0
Q15	66	1	2	0	0	1	2	0.0	0.0	0.0
Q15	67	2	2	0	0	2	2	0.0	0.0	0.0
Q15	68	1	2	0	0	1	2	0.0	0.0	0.0
Q15	69	1	2	0	0	1	2	0.0	0.0	0.0
