question_id	run_id	curie1	curie2	gpt_edges	kg_edges	matched_edges	tp	fp	fn	precision	recall	f1	has_any_gpt_edge	has_any_match
Q1	42	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	43	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	44	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	45	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	46	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	47	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	48	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	49	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	50	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	51	MONDO:0005180	NCBIGene:348	0	2	0	0	0	2	0.0	0.0	0.0	0	0
Q1	52	MONDO:0005180	NCBIGene:348	2	2	0	0	2	2	0.0	0.0	0.0	1	0
Q1	53	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	54	MONDO:0005180	NCBIGene:348	2	2	0	0	2	2	0.0	0.0	0.0	1	0
Q1	55	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	56	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	57	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	58	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	59	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	60	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	61	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	62	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	63	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	64	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	65	MONDO:0005180	NCBIGene:348	2	2	0	0	2	2	0.0	0.0	0.0	1	0
Q1	66	MONDO:0005180	NCBIGene:348	0	2	0	0	0	2	0.0	0.0	0.0	0	0
Q1	67	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	68	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	69	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	70	MONDO:0005180	NCBIGene:348	2	2	0	0	2	2	0.0	0.0	0.0	1	0
Q1	71	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	72	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	73	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	74	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	75	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	76	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	77	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	78	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	79	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	80	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	81	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	82	MONDO:0005180	NCBIGene:348	2	2	0	0	2	2	0.0	0.0	0.0	1	0
Q1	83	MONDO:0005180	NCBIGene:348	0	2	0	0	0	2	0.0	0.0	0.0	0	0
Q1	84	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	85	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	86	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	87	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	88	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	89	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	90	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	91	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	92	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	93	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	94	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	95	MONDO:0005180	NCBIGene:348	2	2	0	0	2	2	0.0	0.0	0.0	1	0
Q1	96	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	97	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	98	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	99	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q1	100	MONDO:0005180	NCBIGene:348	1	2	0	0	1	2	0.0	0.0	0.0	1	0
Q2	1	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	2	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	3	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	4	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	5	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	6	MONDO:0005300	NCBIGene:3569	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q2	7	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	8	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	9	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	10	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	11	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	12	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	13	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	14	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	15	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	16	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	17	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	18	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	19	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	20	MONDO:0005300	NCBIGene:3569	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q2	21	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	22	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	23	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	24	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	25	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	26	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	27	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	28	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	29	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	30	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	31	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	32	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	33	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	34	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	35	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	36	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	37	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	38	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	39	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	40	MONDO:0005300	NCBIGene:3569	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q2	41	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	42	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	43	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	44	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	45	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	46	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	47	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	48	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	49	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	50	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	51	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	52	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	53	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	54	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	55	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	56	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	57	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	58	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	59	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	60	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	61	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	62	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	63	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	64	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	65	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	66	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	67	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	68	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	69	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	70	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	71	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	72	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	73	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	74	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	75	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	76	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	77	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	78	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	79	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	80	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	81	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	82	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	83	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	84	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	85	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	86	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	87	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	88	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	89	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	90	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	91	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	92	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	93	MONDO:0005300	NCBIGene:3569	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q2	94	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	95	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	96	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	97	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	98	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	99	MONDO:0005300	NCBIGene:3569	2	5	0	0	2	5	0.0	0.0	0.0	1	0
Q2	100	MONDO:0005300	NCBIGene:3569	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q3	1	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	2	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	3	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	4	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	5	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	6	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	7	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	8	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	9	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	10	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	11	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	12	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	13	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	14	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	15	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	16	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	17	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	18	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	19	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	20	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	21	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	22	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	23	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	24	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	25	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	26	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	27	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	28	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	29	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	30	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	31	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	32	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	33	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	34	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	35	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	36	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	37	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	38	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	39	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	40	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	41	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	42	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	43	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	44	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	45	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	46	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	47	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	48	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	49	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	50	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	51	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	52	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	53	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	54	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	55	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	56	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	57	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	58	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	59	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	60	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	61	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	62	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	63	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
