question_id	query_edge_key	edge_id	subject	predicate	object	subject_label	object_label	provenance
Q9	e0	e_3_e_4	MONDO:0005300	biolink:genetically_associated_with	MONDO:0005016	chronic kidney disease	diabetic kidney disease	infores:automat-robokop(primary_knowledge_source)
Q10	e0	e_1	CHEBI:27899	biolink:treats_or_applied_or_studied_to_treat	MONDO:0008383	Cisplatin	rheumatoid arthritis	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q11	e0	e_1	CHEBI:5855	biolink:contributes_to	MONDO:0005300	Ibuprofen	chronic kidney disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q11	e0	e_2	CHEBI:5855	biolink:contributes_to	MONDO:0005300	Ibuprofen	chronic kidney disease	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q11	e0	e_3	CHEBI:5855	biolink:treats_or_applied_or_studied_to_treat	MONDO:0024327	Ibuprofen	Chronic uremia	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q11	e0	e_4	CHEBI:5855	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005300	Ibuprofen	chronic kidney disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q11	e0	e_5	MONDO:0024327	biolink:subclass_of	MONDO:0005300	Chronic uremia	chronic kidney disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q11	e0	e_3_e_5	MONDO:0005300	biolink:treats_or_applied_or_studied_to_treat	MONDO:0024327	chronic kidney disease	Chronic uremia	infores:automat-robokop(primary_knowledge_source)
Q12	e0	e_1	CHEBI:5855	biolink:affects	NCBIGene:3569	Ibuprofen	IL6	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q13	e0	e_1	CHEBI:41774	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005148	Tamoxifen	type 2 diabetes mellitus	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q14	e0	e_1	CHEBI:10033	biolink:contributes_to	MONDO:0004979	Warfarin	asthma	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q14	e0	e_2	CHEBI:10033	biolink:treats_or_applied_or_studied_to_treat	MONDO:0004979	Warfarin	asthma	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q14	e0	e_3	CHEBI:10033	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005405	Warfarin	childhood onset asthma	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q14	e0	e_4	CHEBI:10033	biolink:has_adverse_event	MONDO:0004979	Warfarin	asthma	infores:faers(primary_knowledge_source);infores:drugcentral(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q14	e0	e_5	MONDO:0005405	biolink:subclass_of	MONDO:0004979	childhood onset asthma	asthma	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q14	e0	e_3_e_5	MONDO:0004979	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005405	asthma	childhood onset asthma	infores:automat-robokop(primary_knowledge_source)
Q15	e0	e_1	MONDO:0005010	biolink:related_to	NCBIGene:3569	coronary artery disorder	IL6	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q15	e0	e_2	NCBIGene:3569	biolink:genetically_associated_with	MONDO:0005010	IL6	coronary artery disorder	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q15	e0	e_3	NCBIGene:3569	biolink:genetically_associated_with	MONDO:0005010	IL6	coronary artery disorder	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q16	e0	e_1	CHEBI:6801	biolink:affects	NCBIGene:673	Metformin	BRAF	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q17	e0	e_1	CHEBI:6801	biolink:affects	NCBIGene:1636	Metformin	ACE	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q18	e0	e_1	CHEBI:41774	biolink:treats_or_applied_or_studied_to_treat	MONDO:0004975	Tamoxifen	Alzheimer disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q19	e0	e_1	CHEBI:3756	biolink:treats_or_applied_or_studied_to_treat	MONDO:0007254	Clonazepam	breast cancer	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q20	e0	e_1	CHEBI:6801	biolink:affects	NCBIGene:7422	Metformin	VEGFA	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q21	e0	e_1	MONDO:0008383	biolink:related_to	NCBIGene:7422	rheumatoid arthritis	VEGFA	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q21	e0	e_2	NCBIGene:7422	biolink:genetically_associated_with	MONDO:0008383	VEGFA	rheumatoid arthritis	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q21	e0	e_3	NCBIGene:7422	biolink:genetically_associated_with	MONDO:0008383	VEGFA	rheumatoid arthritis	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q21	e0	e_4	NCBIGene:7422	biolink:genetically_associated_with	MONDO:0008383	VEGFA	rheumatoid arthritis	infores:eram(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q22	e0	e_1	NCBIGene:1636	biolink:target_for	MONDO:0001134	ACE	essential hypertension	infores:drugcentral(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q23	e0	e_1	CHEBI:41774	biolink:affects	NCBIGene:7124	Tamoxifen	TNF	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q24	e0	e_1	CHEBI:15365	biolink:treats_or_applied_or_studied_to_treat	MONDO:0010422	Aspirin	Alzheimer disease 16	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q24	e0	e_2	CHEBI:15365	biolink:treats_or_applied_or_studied_to_treat	MONDO:0012630	Aspirin	Alzheimer disease 13	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q24	e0	e_3	CHEBI:15365	biolink:treats_or_applied_or_studied_to_treat	MONDO:0004975	Aspirin	Alzheimer disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q24	e0	e_4	CHEBI:15365	biolink:has_adverse_event	MONDO:0004975	Aspirin	Alzheimer disease	infores:faers(primary_knowledge_source);infores:drugcentral(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q24	e0	e_5	MONDO:0010422	biolink:subclass_of	MONDO:0004975	Alzheimer disease 16	Alzheimer disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q24	e0	e_6	MONDO:0012630	biolink:subclass_of	MONDO:0004975	Alzheimer disease 13	Alzheimer disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q24	e0	e_1_e_5	MONDO:0004975	biolink:treats_or_applied_or_studied_to_treat	MONDO:0010422	Alzheimer disease	Alzheimer disease 16	infores:automat-robokop(primary_knowledge_source)
Q24	e0	e_2_e_6	MONDO:0004975	biolink:treats_or_applied_or_studied_to_treat	MONDO:0012630	Alzheimer disease	Alzheimer disease 13	infores:automat-robokop(primary_knowledge_source)
Q25	e0	uuid:1d886652-198e-11f0-be82-6045bdb3d4c0	NCBIGene:7157	biolink:has_phenotype	MONDO:0005061	TP53	lung adenocarcinoma	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q25	e0	uuid:1d88764d-198e-11f0-be82-6045bdb3d4c0	NCBIGene:7157	biolink:has_phenotype	MONDO:0005061	TP53	lung adenocarcinoma	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q25	e0	e_3	NCBIGene:7157	biolink:genetically_associated_with	MONDO:0005233	TP53	non-small cell lung carcinoma	infores:monarchinitiative(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q25	e0	e_4	NCBIGene:7157	biolink:genetically_associated_with	MONDO:0005233	TP53	non-small cell lung carcinoma	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q25	e0	e_5	NCBIGene:7157	biolink:genetically_associated_with	MONDO:0005233	TP53	non-small cell lung carcinoma	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q25	e0	e_6	MONDO:0005061	biolink:subclass_of	MONDO:0005233	lung adenocarcinoma	non-small cell lung carcinoma	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q25	e0	uuid:1d886652-198e-11f0-be82-6045bdb3d4c0_e_6	MONDO:0005233	biolink:has_phenotype	MONDO:0005061	non-small cell lung carcinoma	lung adenocarcinoma	infores:automat-robokop(primary_knowledge_source)
Q25	e0	uuid:1d88764d-198e-11f0-be82-6045bdb3d4c0_e_6	MONDO:0005233	biolink:has_phenotype	MONDO:0005061	non-small cell lung carcinoma	lung adenocarcinoma	infores:automat-robokop(primary_knowledge_source)
Q26	e0	e_1	CHEBI:5855	biolink:affects	NCBIGene:7124	Ibuprofen	TNF	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q26	e0	e_2	CHEBI:43415	biolink:affects	NCBIGene:7124	Dexibuprofen	TNF	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q26	e0	e_3	CHEBI:43415	biolink:subclass_of	CHEBI:5855	Dexibuprofen	Ibuprofen	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q26	e0	e_2_e_3	CHEBI:43415	biolink:affects	CHEBI:5855	Dexibuprofen	Ibuprofen	infores:automat-robokop(primary_knowledge_source)
Q27	e0	e_1	CHEBI:10033	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005148	Warfarin	type 2 diabetes mellitus	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q27	e0	e_2	CHEBI:10033	biolink:has_adverse_event	MONDO:0005148	Warfarin	type 2 diabetes mellitus	infores:faers(primary_knowledge_source);infores:drugcentral(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q28	e0	e_1	CHEBI:6801	biolink:affects	NCBIGene:348	Metformin	APOE	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q29	e0	e_1	MONDO:0005180	biolink:regulates	NCBIGene:1956	Parkinson disease	EGFR	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q30	e0	e_1	MONDO:0004979	biolink:related_to	NCBIGene:3569	asthma	IL6	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q30	e0	e_2	NCBIGene:3569	biolink:genetically_associated_with	MONDO:0004979	IL6	asthma	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q31	e0	e_1	CHEBI:41879	biolink:affects	NCBIGene:7422	Dexamethasone	VEGFA	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q31	e0	e_2	CHEBI:41879	biolink:affects	NCBIGene:7422	Dexamethasone	VEGFA	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q31	e0	e_3	CHEBI:41879	biolink:regulates	NCBIGene:7422	Dexamethasone	VEGFA	infores:lincs(primary_knowledge_source);infores:hetionet(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q32	e0	e_1	MONDO:0008383	biolink:related_to	NCBIGene:7157	rheumatoid arthritis	TP53	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q33	e0	e_1	MONDO:0005300	biolink:related_to	NCBIGene:7124	chronic kidney disease	TNF	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q33	e0	e_2	NCBIGene:7124	biolink:genetically_associated_with	MONDO:0005300	TNF	chronic kidney disease	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q33	e0	e_3	NCBIGene:7124	biolink:genetically_associated_with	MONDO:0024327	TNF	Chronic uremia	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q33	e0	e_4	MONDO:0024327	biolink:subclass_of	MONDO:0005300	Chronic uremia	chronic kidney disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q33	e0	e_3_e_4	MONDO:0005300	biolink:genetically_associated_with	MONDO:0024327	chronic kidney disease	Chronic uremia	infores:automat-robokop(primary_knowledge_source)
Q34	e0	e_1	CHEBI:41879	biolink:contributes_to	MONDO:0005148	Dexamethasone	type 2 diabetes mellitus	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q34	e0	e_2	CHEBI:41879	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005148	Dexamethasone	type 2 diabetes mellitus	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q34	e0	e_3	CHEBI:41879	biolink:has_adverse_event	MONDO:0005148	Dexamethasone	type 2 diabetes mellitus	infores:faers(primary_knowledge_source);infores:drugcentral(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q35	e0	e_1	CHEBI:27899	biolink:contributes_to	MONDO:0005180	Cisplatin	Parkinson disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q35	e0	e_2	CHEBI:27899	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005180	Cisplatin	Parkinson disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q36	e0	uuid:166153bb-198e-11f0-be82-6045bdb3d4c0	NCBIGene:673	biolink:has_phenotype	MONDO:0005148	BRAF	type 2 diabetes mellitus	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q36	e0	e_2	NCBIGene:673	biolink:genetically_associated_with	MONDO:0005148	BRAF	type 2 diabetes mellitus	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q36	e0	e_3	NCBIGene:673	biolink:genetically_associated_with	MONDO:0005148	BRAF	type 2 diabetes mellitus	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q37	e0	e_1	CHEBI:27899	biolink:contributes_to	MONDO:0004975	Cisplatin	Alzheimer disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q37	e0	e_2	CHEBI:27899	biolink:treats_or_applied_or_studied_to_treat	MONDO:0004975	Cisplatin	Alzheimer disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q38	e0	e_1	CHEBI:41879	biolink:affects	NCBIGene:7157	Dexamethasone	TP53	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q38	e0	e_2	CHEBI:41879	biolink:affects	NCBIGene:7157	Dexamethasone	TP53	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q38	e0	e_3	CHEBI:41879	biolink:affects	NCBIGene:7157	Dexamethasone	TP53	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q38	e0	e_4	CHEBI:41879	biolink:affects	NCBIGene:7157	Dexamethasone	TP53	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q39	e0	e_1	CHEBI:3756	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005148	Clonazepam	type 2 diabetes mellitus	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q40	e0	e_1	MONDO:0004979	biolink:related_to	NCBIGene:7422	asthma	VEGFA	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q40	e0	e_2	NCBIGene:7422	biolink:genetically_associated_with	MONDO:0004979	VEGFA	asthma	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q40	e0	e_3	NCBIGene:7422	biolink:genetically_associated_with	MONDO:0004979	VEGFA	asthma	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q41	e0	e_1	CHEBI:3756	biolink:affects	NCBIGene:3569	Clonazepam	IL6	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q42	e0	e_1	CHEBI:5855	biolink:affects	NCBIGene:7422	Ibuprofen	VEGFA	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q42	e0	e_2	CHEBI:5855	biolink:affects	NCBIGene:7422	Ibuprofen	VEGFA	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q43	e0	e_1	CHEBI:3756	biolink:affects	NCBIGene:7124	Clonazepam	TNF	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q44	e0	e_1	MONDO:0005148	biolink:related_to	NCBIGene:1636	type 2 diabetes mellitus	ACE	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q45	e0	e_1	CHEBI:41774	biolink:affects	NCBIGene:7422	Tamoxifen	VEGFA	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q45	e0	e_2	NCBIGene:7422	biolink:decreases_response_to	CHEBI:41774	VEGFA	Tamoxifen	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q46	e0	e_1	CHEBI:41774	biolink:affects	NCBIGene:675	Tamoxifen	BRCA2	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q47	e0	e_1	CHEBI:3756	biolink:has_adverse_event	MONDO:0005010	Clonazepam	coronary artery disorder	infores:faers(primary_knowledge_source);infores:drugcentral(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q48	e0	e_1	CHEBI:15365	biolink:affects	NCBIGene:7157	Aspirin	TP53	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q48	e0	e_2	CHEBI:15365	biolink:affects	NCBIGene:7157	Aspirin	TP53	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q48	e0	e_3	CHEBI:15365	biolink:directly_physically_interacts_with	NCBIGene:7157	Aspirin	TP53	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q49	e0	e_1	CHEBI:6801	biolink:treats_or_applied_or_studied_to_treat	MONDO:0850282	Metformin	chronic asthma	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q49	e0	e_2	CHEBI:6801	biolink:treats_or_applied_or_studied_to_treat	MONDO:0004979	Metformin	asthma	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q49	e0	e_3	CHEBI:6801	biolink:treats_or_applied_or_studied_to_treat	MONDO:0004784	Metformin	allergic asthma	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
