question_id	subject_text	subject_curie	subject_label	object_text	object_curie	object_label	notes
Q30	Asthma	MONDO:0004979	Asthma	IL6	NCBIGene:3569	IL6	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q31	VEGFA	NCBIGene:7422	VEGFA	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q32	Rheumatoid arthritis	MONDO:0008383	rheumatoid arthritis	TP53	NCBIGene:7157	TP53	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=1
Q33	Chronic kidney disease	MONDO:0005300	chronic kidney disease	TNF	NCBIGene:7124	TNF	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q34	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q35	Parkinson disease	MONDO:0005180	Parkinson disease	cisplatin	CHEBI:27899	cisplatin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q36	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	BRAF	NCBIGene:673	BRAF	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q37	Alzheimer disease	MONDO:0004975	Alzheimer disease	cisplatin	CHEBI:27899	cisplatin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q38	TP53	NCBIGene:7157	TP53	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=4
Q39	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	clofibrate	CHEBI:3756	clofibrate	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q40	Asthma	MONDO:0004979	Asthma	VEGFA	NCBIGene:7422	VEGFA	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q41	IL6	NCBIGene:3569	IL6	clofibrate	CHEBI:3756	clofibrate	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q42	VEGFA	NCBIGene:7422	VEGFA	ibuprofen	CHEBI:5855	ibuprofen	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q43	TNF	NCBIGene:7124	TNF	clofibrate	CHEBI:3756	clofibrate	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q44	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	ACE	NCBIGene:1636	ACE	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=1
Q45	VEGFA	NCBIGene:7422	VEGFA	tamoxifen	CHEBI:41774	tamoxifen	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q46	BRCA2	NCBIGene:675	BRCA2	tamoxifen	CHEBI:41774	tamoxifen	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q47	Coronary artery disease	MONDO:0005010	coronary artery disease	clofibrate	CHEBI:3756	clofibrate	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q48	TP53	NCBIGene:7157	TP53	aspirin	CHEBI:15365	aspirin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q49	Asthma	MONDO:0004979	Asthma	metformin	CHEBI:6801	metformin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q50	Asthma	MONDO:0004979	Asthma	EGFR	NCBIGene:1956	EGFR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=1
Q51	IL6	NCBIGene:3569	IL6	warfarin	CHEBI:10033	warfarin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q52	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	APOE	NCBIGene:348	APOE	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q53	APOE	NCBIGene:348	APOE	tamoxifen	CHEBI:41774	tamoxifen	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q54	APOE	NCBIGene:348	APOE	aspirin	CHEBI:15365	aspirin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q55	Alzheimer disease	MONDO:0004975	Alzheimer disease	TNF	NCBIGene:7124	TNF	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q56	Rheumatoid arthritis	MONDO:0008383	rheumatoid arthritis	warfarin	CHEBI:10033	warfarin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q57	BRCA1	NCBIGene:672	BRCA1	metformin	CHEBI:6801	metformin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q58	Alzheimer disease	MONDO:0004975	Alzheimer disease	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q59	IL6	NCBIGene:3569	IL6	metformin	CHEBI:6801	metformin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q60	Asthma	MONDO:0004979	Asthma	ibuprofen	CHEBI:5855	ibuprofen	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=4
Q61	BRCA2	NCBIGene:675	BRCA2	aspirin	CHEBI:15365	aspirin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q62	ACE	NCBIGene:1636	ACE	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=3
Q63	APOE	NCBIGene:348	APOE	ibuprofen	CHEBI:5855	ibuprofen	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q64	EGFR	NCBIGene:1956	EGFR	metformin	CHEBI:6801	metformin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q65	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	ibuprofen	CHEBI:5855	ibuprofen	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q66	BRCA2	NCBIGene:675	BRCA2	metformin	CHEBI:6801	metformin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q67	IL6	NCBIGene:3569	IL6	aspirin	CHEBI:15365	aspirin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q68	TP53	NCBIGene:7157	TP53	tamoxifen	CHEBI:41774	tamoxifen	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=5
Q69	IL6	NCBIGene:3569	IL6	cisplatin	CHEBI:27899	cisplatin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=4
Q70	BRCA1	NCBIGene:672	BRCA1	dexamethasone	CHEBI:41879	dexamethasone	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q71	Parkinson disease	MONDO:0005180	Parkinson disease	TNF	NCBIGene:7124	TNF	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q72	Rheumatoid arthritis	MONDO:0008383	rheumatoid arthritis	EGFR	NCBIGene:1956	EGFR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=1
Q73	Chronic kidney disease	MONDO:0005300	chronic kidney disease	warfarin	CHEBI:10033	warfarin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=1
Q74	Parkinson disease	MONDO:0005180	Parkinson disease	aspirin	CHEBI:15365	aspirin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q75	Breast carcinoma	MONDO:0007254	breast carcinoma	APOE	NCBIGene:348	APOE	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=0
Q76	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	INS	NCBIGene:3630	INS	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q77	Lung adenocarcinoma	MONDO:0005061	lung adenocarcinoma	EGFR	NCBIGene:1956	EGFR	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q78	Asthma	MONDO:0004979	asthma	IL4	NCBIGene:3565	IL4	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q79	Systemic lupus erythematosus	MONDO:0007915	systemic lupus erythematosus	STAT4	NCBIGene:6775	STAT4	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q80	Multiple sclerosis	MONDO:0005301	multiple sclerosis	HLA-DRB1	NCBIGene:3123	HLA-DRB1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q81	Obesity	MONDO:0005148	obesity	LEP	NCBIGene:3952	LEP	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q82	Schizophrenia	MONDO:0005090	schizophrenia	DRD2	NCBIGene:1813	DRD2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q83	Type 1 diabetes mellitus	MONDO:0005147	type 1 diabetes mellitus	HLA-DQB1	NCBIGene:3119	HLA-DQB1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q84	Psoriasis	MONDO:0005083	psoriasis	IL17A	NCBIGene:3605	IL17A	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q85	Ovarian cancer	MONDO:0005140	ovarian cancer	BRCA2	NCBIGene:675	BRCA2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q86	INS	NCBIGene:3630	INS	Metformin	CHEBI:6801	metformin	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q87	CDKN2A	NCBIGene:1029	CDKN2A	RB1	NCBIGene:5925	RB1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q88	Thyroid carcinoma	MONDO:0005089	thyroid carcinoma	RET	NCBIGene:5979	RET	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q89	Celiac disease	MONDO:0005130	celiac disease	HLA-DQA1	NCBIGene:3117	HLA-DQA1	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q90	Obesity	MONDO:0005148	obesity	MC4R	NCBIGene:4160	MC4R	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q91	BCR-ABL	NCBIGene:613	BCR	Imatinib	CHEBI:45783	imatinib	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=4
Q92	CYP2D6	NCBIGene:1565	CYP2D6	Codeine	CHEBI:16714	codeine	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=2
Q93	WNT1	NCBIGene:7471	WNT1	CTNNB1	NCBIGene:1499	CTNNB1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q94	EIF2AK3	NCBIGene:9451	EIF2AK3	ATF4	NCBIGene:468	ATF4	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q95	FOXP3	NCBIGene:50943	FOXP3	IL2RA	NCBIGene:3559	IL2RA	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q96	Bipolar disorder	MONDO:0004985	bipolar disorder	CACNA1C	NCBIGene:775	CACNA1C	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q97	COVID-19	MONDO:0100096	COVID-19	ACE2	NCBIGene:59272	ACE2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q98	Influenza	MONDO:0005812	influenza	TLR7	NCBIGene:51284	TLR7	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q99	HIV infection	MONDO:0005109	HIV infection	CCR5	NCBIGene:1234	CCR5	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q100	APOE	NCBIGene:348	APOE	LPL	NCBIGene:4023	LPL	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q101	PINK1	NCBIGene:65018	PINK1	PARK7	NCBIGene:11315	PARK7	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q102	FGF2	NCBIGene:2247	FGF2	FGFR1	NCBIGene:2260	FGFR1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q103	AR	NCBIGene:367	AR	KDM1A	NCBIGene:23028	KDM1A	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q104	HIF1A	NCBIGene:3091	HIF1A	EPAS1	NCBIGene:2034	EPAS1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q105	TLR4	NCBIGene:7099	TLR4	MYD88	NCBIGene:4615	MYD88	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q106	PTEN	NCBIGene:5728	PTEN	PIK3CA	NCBIGene:5290	PIK3CA	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q107	AMPK	NCBIGene:5562	PRKAA1	MTOR	NCBIGene:2475	MTOR	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q108	EIF2AK3	NCBIGene:9451	EIF2AK3	XBP1	NCBIGene:7494	XBP1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q109	LAG3	NCBIGene:3902	LAG3	LGALS3	NCBIGene:3958	LGALS3	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q110	Peptic ulcer disease	MONDO:0005113	peptic ulcer disease	PTGS2	NCBIGene:5743	PTGS2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q111	Erectile dysfunction	MONDO:0005149	erectile dysfunction	NOS3	NCBIGene:4846	NOS3	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q112	STAT3	NCBIGene:6774	STAT3	IL6ST	NCBIGene:3572	IL6ST	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q113	TGFBR2	NCBIGene:7048	TGFBR2	SMAD7	NCBIGene:4092	SMAD7	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q114	FOXO1	NCBIGene:2308	FOXO1	INSR	NCBIGene:3643	INSR	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q115	GCK	NCBIGene:2645	GCK	G6PC	NCBIGene:2538	G6PC	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q116	SREBF1	NCBIGene:6720	SREBF1	FASN	NCBIGene:2194	FASN	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q117	PPARG	NCBIGene:5468	PPARG	CIDEA	NCBIGene:1149	CIDEA	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q118	HNF1A	NCBIGene:6927	HNF1A	HNF4A	NCBIGene:3172	HNF4A	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q119	KLF4	NCBIGene:9314	KLF4	SOX2	NCBIGene:6657	SOX2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q120	E2F1	NCBIGene:1869	E2F1	RB1	NCBIGene:5925	RB1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q121	HDAC1	NCBIGene:3065	HDAC1	SIN3A	NCBIGene:25942	SIN3A	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q122	RNA polymerase II	MONDO:0000001	biological process	CDK9	NCBIGene:1025	CDK9	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=1
Q123	SERCA	NCBIGene:489	ATP2A2	PLN	NCBIGene:5350	PLN	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q124	RYR2	NCBIGene:6262	RYR2	CALM1	NCBIGene:801	CALM1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q125	SCN5A	NCBIGene:6331	SCN5A	ANK2	NCBIGene:287	ANK2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q126	KCNH2	NCBIGene:3757	KCNH2	CACNB2	NCBIGene:783	CACNB2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q127	GABRA1	NCBIGene:2554	GABRA1	GABRB2	NCBIGene:2561	GABRB2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q128	SYT1	NCBIGene:6857	SYT1	VAMP2	NCBIGene:6844	VAMP2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q129	HTR2A	NCBIGene:3356	HTR2A	GNAQ	NCBIGene:2776	GNAQ	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q130	DRD2	NCBIGene:1813	DRD2	GNAI2	NCBIGene:2771	GNAI2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q131	OPRM1	NCBIGene:4988	OPRM1	ARRB2	NCBIGene:409	ARRB2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q132	CNR1	NCBIGene:1268	CNR1	GNAO1	NCBIGene:2775	GNAO1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q133	ADRA1A	NCBIGene:148	ADRA1A	GNA11	NCBIGene:2767	GNA11	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q134	CHRM2	NCBIGene:1129	CHRM2	GNAI1	NCBIGene:2770	GNAI1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=2
Q135	FGFR2	NCBIGene:2263	FGFR2	FRS2	NCBIGene:10818	FRS2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q136	DVL2	NCBIGene:1856	DVL2	FZD7	NCBIGene:8324	FZD7	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=3
Q137	Multiple sclerosis	MONDO:0005301	multiple sclerosis	IL2RA	NCBIGene:3559	IL2RA	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=6
Q138	Rheumatoid arthritis	MONDO:0008383	rheumatoid arthritis	IL1B	NCBIGene:3553	IL1B	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q139	Asthma	MONDO:0004979	asthma	IL13	NCBIGene:3596	IL13	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q140	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	SLC2A4	NCBIGene:6517	SLC2A4	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q141	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	TCF7L2	NCBIGene:6934	TCF7L2	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=6
Q142	Obesity	MONDO:0005148	obesity	FTO	NCBIGene:79068	FTO	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q143	Lung adenocarcinoma	MONDO:0005061	lung adenocarcinoma	ALK	NCBIGene:238	ALK	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=6
Q144	Schizophrenia	MONDO:0005090	schizophrenia	GRIN2A	NCBIGene:2903	GRIN2A	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q145	Psoriasis	MONDO:0005083	psoriasis	TNF	NCBIGene:7124	TNF	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=7
Q146	Systemic lupus erythematosus	MONDO:0007915	systemic lupus erythematosus	IRF5	NCBIGene:3663	IRF5	SUBJ:DISEASE_MONDO|OBJ:GENE_NCBI|ROBOKOP_EDGES=4
Q147	Type 2 diabetes mellitus	MONDO:0005148	Type 2 diabetes mellitus	Metformin	CHEBI:6801	metformin	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=5
