question_id,run_id,subject_curie_in,object_curie_in,answer,predicate,notes,_valid,_invalid_reason,raw_file
Q4,16,NCBIGene:7157,NCBIGene:2308,YES,biolink:regulates,TP53 and FOXO1 are linked in stress/apoptosis signaling; p53 can regulate FOXO1 transcription/activity via shared pathways. Plausible gene-gene regulation.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q4_run16.txt
Q4,17,NCBIGene:7157,NCBIGene:2308,YES,biolink:regulates,TP53 can transcriptionally regulate FOXO1 in stress/apoptosis pathways; plausible gene-gene regulatory relationship.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q4_run17.txt
Q4,18,NCBIGene:7157,NCBIGene:2308,YES,biolink:interacts_with,TP53 and FOXO1 are functionally linked transcription factors with reported regulatory/interaction relationships in stress/apoptosis pathways.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q4_run18.txt
Q4,19,NCBIGene:7157,NCBIGene:2308,YES,biolink:regulates,TP53 and FOXO1 are linked in stress/apoptosis pathways; evidence suggests p53 can influence FOXO1 activity/expression via shared regulatory networks.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q4_run19.txt
Q4,20,NCBIGene:7157,NCBIGene:2308,YES,biolink:regulates,TP53 and FOXO1 are functionally linked in stress/apoptosis pathways; p53 can regulate FOXO-family transcriptional programs. Plausible gene-gene regulation.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q4_run20.txt
Q5,1,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,"KRAS activating mutations are recurrent in hepatocellular carcinoma and other liver cancers, supporting a gene-disease association.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run01.txt
Q5,2,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,KRAS mutations/activation are reported in hepatocellular carcinoma and related liver cancers; thus KRAS is gene-associated with liver cancer.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run02.txt
Q5,3,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,KRAS mutations are recurrent in hepatocellular carcinoma and other liver cancers; thus KRAS is gene-associated with liver cancer.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run03.txt
Q5,4,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,KRAS activating mutations are implicated in hepatocellular carcinoma and other liver cancers; thus KRAS is gene-associated with liver cancer.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run04.txt
Q5,5,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,KRAS mutations/activation are implicated in hepatocellular carcinoma and other liver cancers; thus KRAS is gene-associated with liver cancer.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run05.txt
Q5,6,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,"KRAS is a well-known oncogene; activating KRAS mutations are reported in hepatocellular carcinoma and related liver cancers, indicating gene-disease association.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run06.txt
Q5,7,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,"KRAS activating mutations are recurrent in hepatocellular carcinoma and other liver cancers, implicating KRAS as associated with liver cancer.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run07.txt
Q5,8,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,"KRAS activating mutations are recurrent in liver cancers (e.g., HCC/CCA subsets) and linked to tumorigenesis; thus gene associated with liver cancer.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run08.txt
Q5,9,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,"KRAS activating mutations are recurrent in hepatocellular carcinoma and related liver cancers, supporting a gene–disease association.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run09.txt
Q5,10,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,"KRAS mutations/activation are reported in subsets of liver cancers (e.g., cholangiocarcinoma/HCC), supporting gene-disease association.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run10.txt
Q5,11,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,"KRAS is a well-known oncogene; activating KRAS mutations/alterations are reported in hepatocellular carcinoma and other liver cancers, supporting gene-disease association.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run11.txt
Q5,12,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,"KRAS is a common oncogene; activating KRAS mutations are reported in subsets of hepatocellular carcinoma/cholangiocarcinoma, supporting gene-disease association.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run12.txt
Q5,13,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,KRAS is a well-known oncogene; activating KRAS mutations/alterations are associated with hepatocellular carcinoma and other liver cancers.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run13.txt
Q5,14,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,"KRAS is a well-known oncogene; activating KRAS mutations are reported in hepatocellular carcinoma and related liver cancers, supporting gene-disease association.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run14.txt
Q5,15,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,"KRAS is an oncogene; activating KRAS mutations are reported in subsets of liver cancers (e.g., HCC/cholangiocarcinoma), supporting gene-condition association.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run15.txt
Q5,16,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,"KRAS is a well-known oncogene; activating KRAS mutations are reported in hepatocellular carcinoma and related liver cancers, supporting gene-condition association.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run16.txt
Q5,17,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,KRAS activating mutations are implicated in hepatocellular carcinoma and other liver cancers; thus KRAS is gene-associated with liver cancer.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run17.txt
Q5,18,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,KRAS activating mutations are reported in subsets of hepatocellular carcinoma and cholangiocarcinoma; thus KRAS is associated with liver cancer.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run18.txt
Q5,19,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,"KRAS mutations are recurrent in liver cancers (e.g., hepatocellular carcinoma/cholangiocarcinoma) and implicated in tumorigenesis, supporting gene-disease association.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run19.txt
Q5,20,NCBIGene:3845,MONDO:0002691,YES,biolink:gene_associated_with_condition,KRAS activating mutations are recurrent in hepatocellular carcinoma/cholangiocarcinoma and linked to liver cancer pathogenesis.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q5_run20.txt
Q6,1,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate expression of BNIP3 in stress/hypoxia-related contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run01.txt
Q6,2,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate BNIP3 expression in cellular stress/apoptosis contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run02.txt
