prompt_version,question_id,mean_f1,median_f1,p25_f1,p75_f1,mean_jaccard,median_jaccard,mean_precision,mean_recall,mean_n_pred,mean_n_ref,iqr_f1,zero_f1_rate
v2,Q5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0
v2,Q50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
v2,Q51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,2.0,0.0,1.0
v2,Q52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0
v2,Q53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v2,Q54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
v2,Q55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0
v2,Q56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0
v2,Q57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0
v2,Q58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v2,Q59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,2.0,0.0,1.0
v2,Q6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v2,Q60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0
v2,Q61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
v2,Q62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,2.0,0.0,1.0
v2,Q63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,2.0,0.0,1.0
v2,Q64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
v2,Q65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
v2,Q66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
v2,Q67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
v2,Q68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0
v2,Q69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,4.0,0.0,1.0
v2,Q7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
v2,Q70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
v2,Q71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0
v2,Q72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
v2,Q73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0
v2,Q74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,8.0,0.0,1.0
v2,Q75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0
v2,Q76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0
v2,Q77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0
v2,Q78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0
v2,Q79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0
v2,Q8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0
v2,Q80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0
v2,Q81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0
v2,Q82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0
v2,Q83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0
v2,Q84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
v2,Q85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
v2,Q86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,0.0,1.0
v2,Q87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0
v2,Q88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0
v2,Q89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0
v2,Q9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0
v2,Q90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0
v2,Q91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v2,Q92,0.09333333333333334,0.0,0.0,0.33333333333333337,0.05600000000000001,0.0,0.28,0.05600000000000001,2.0,10.0,0.33333333333333337,0.72
v2,Q93,0.24,0.4,0.0,0.4,0.15,0.25,0.6,0.15,2.0,8.0,0.4,0.4
v2,Q94,0.16,0.0,0.0,0.0,0.12,0.0,0.24,0.12,2.0,4.0,0.0,0.76
v2,Q95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
v2,Q96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,16.0,0.0,1.0
v2,Q97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,10.0,0.0,1.0
v2,Q98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.0,1.0
v2,Q99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,10.0,0.0,1.0
v3,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.0,0.0,1.0
v3,Q10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q100,0.29333333333333333,0.0,0.0,0.6666666666666666,0.22,0.0,0.44,0.22,1.52,4.0,0.6666666666666666,0.56
v3,Q101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0
v3,Q102,0.032,0.0,0.0,0.0,0.02,0.0,0.08,0.02,0.72,8.0,0.0,0.92
v3,Q103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
v3,Q104,0.022857142857142857,0.0,0.0,0.0,0.013333333333333332,0.0,0.08,0.013333333333333332,1.92,12.0,0.0,0.92
v3,Q105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,12.0,0.0,1.0
v3,Q106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0
v3,Q107,0.12571428571428572,0.0,0.0,0.2857142857142857,0.07333333333333333,0.0,0.44,0.07333333333333333,1.04,12.0,0.2857142857142857,0.56
v3,Q108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,8.0,0.0,1.0
v3,Q109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,12.0,0.0,1.0
v3,Q11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0
v3,Q110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,6.0,0.0,1.0
v3,Q111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,2.0,0.0,1.0
v3,Q112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
v3,Q113,0.02,0.0,0.0,0.0,0.011428571428571429,0.0,0.08,0.011428571428571429,0.32,14.0,0.0,0.92
v3,Q114,0.03428571428571428,0.0,0.0,0.0,0.02,0.0,0.12,0.02,0.96,12.0,0.0,0.88
v3,Q115,0.032,0.0,0.0,0.0,0.02,0.0,0.08,0.02,0.16,8.0,0.0,0.92
v3,Q116,0.02,0.0,0.0,0.0,0.011428571428571429,0.0,0.08,0.011428571428571429,0.72,14.0,0.0,0.92
v3,Q117,0.016,0.0,0.0,0.0,0.01,0.0,0.04,0.01,0.08,8.0,0.0,0.96
v3,Q118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,6.0,0.0,1.0
v3,Q119,0.06857142857142856,0.0,0.0,0.0,0.04,0.0,0.24,0.04,0.72,12.0,0.0,0.76
v3,Q12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q120,0.06857142857142856,0.0,0.0,0.0,0.04,0.0,0.24,0.04,0.48,12.0,0.0,0.76
v3,Q121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
v3,Q122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0
v3,Q123,0.032,0.0,0.0,0.0,0.02,0.0,0.08,0.02,0.16,8.0,0.0,0.92
v3,Q124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,2.0,0.0,1.0
v3,Q125,0.016,0.0,0.0,0.0,0.01,0.0,0.04,0.01,0.08,8.0,0.0,0.96
v3,Q126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,8.0,0.0,1.0
v3,Q127,0.011428571428571429,0.0,0.0,0.0,0.006666666666666666,0.0,0.04,0.006666666666666666,0.16,12.0,0.0,0.96
v3,Q128,0.17600000000000002,0.0,0.0,0.4,0.11,0.0,0.44,0.11,0.88,8.0,0.4,0.56
v3,Q129,0.008888888888888889,0.0,0.0,0.0,0.005,0.0,0.02,0.005714285714285714,0.64,14.0,0.0,0.96
v3,Q13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,14.0,0.0,1.0
v3,Q131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,8.0,0.0,1.0
v3,Q132,0.16,0.2857142857142857,0.0,0.2857142857142857,0.09333333333333332,0.16666666666666666,0.56,0.09333333333333332,1.28,12.0,0.2857142857142857,0.44
v3,Q133,0.016,0.0,0.0,0.0,0.01,0.0,0.04,0.01,0.08,8.0,0.0,0.96
v3,Q134,0.13714285714285712,0.0,0.0,0.2857142857142857,0.08,0.0,0.48,0.08,1.52,12.0,0.2857142857142857,0.52
v3,Q135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0
v3,Q136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.0,0.0,1.0
v3,Q137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,10.0,0.0,1.0
v3,Q138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v3,Q139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,6.0,0.0,1.0
v3,Q14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
v3,Q140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0
v3,Q141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
v3,Q142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v3,Q143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.0,0.0,1.0
v3,Q145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,10.0,0.0,1.0
v3,Q146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,4.0,0.0,1.0
v3,Q147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
v3,Q148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0
v3,Q149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v3,Q15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,4.0,0.0,1.0
v3,Q150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0
v3,Q151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v3,Q153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0
v3,Q154,0.08,0.0,0.0,0.0,0.05,0.0,0.2,0.05,0.48,8.0,0.0,0.8
v3,Q155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,6.0,0.0,1.0
v3,Q156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,10.0,0.0,1.0
v3,Q157,0.02,0.0,0.0,0.0,0.013333333333333332,0.0,0.04,0.013333333333333332,0.56,6.0,0.0,0.96
v3,Q158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,8.0,0.0,1.0
v3,Q159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
v3,Q16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q160,0.011428571428571429,0.0,0.0,0.0,0.006666666666666666,0.0,0.04,0.006666666666666666,0.08,12.0,0.0,0.96
v3,Q161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
v3,Q162,0.026666666666666665,0.0,0.0,0.0,0.015,0.0,0.12,0.015,0.4,16.0,0.0,0.88
v3,Q163,0.045714285714285714,0.0,0.0,0.0,0.026666666666666665,0.0,0.16,0.026666666666666665,0.56,12.0,0.0,0.84
v3,Q17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
