question_id	n_runs	mean_gpt_edges	mean_matched_edges	kg_edges	mean_precision	mean_recall	mean_f1	match_rate	gpt_edge_rate
Q53	100	0.01	0.0	2.0	0.0	0.0	0.0	0.0	0.01
Q54	100	0.15	0.0	1.0	0.0	0.0	0.0	0.0	0.15
Q55	100	1.1	0.0	5.0	0.0	0.0	0.0	0.0	0.95
Q56	100	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Q57	100	0.51	0.02	2.0	0.015	0.01	0.011666666666666665	0.02	0.39
Q58	100	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q59	100	0.12	0.0	1.0	0.0	0.0	0.0	0.0	0.09
Q6	100	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q60	100	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Q61	100	0.46	0.0	1.0	0.0	0.0	0.0	0.0	0.37
Q62	100	0.01	0.0	1.0	0.0	0.0	0.0	0.0	0.01
Q63	100	0.14	0.0	1.0	0.0	0.0	0.0	0.0	0.13
Q64	100	0.21	0.01	1.0	0.005	0.01	0.006666666666666666	0.01	0.16
Q65	100	0.01	0.0	4.0	0.0	0.0	0.0	0.0	0.01
Q66	100	0.13	0.0	1.0	0.0	0.0	0.0	0.0	0.12
Q67	100	0.42	0.01	1.0	0.005	0.01	0.006666666666666666	0.01	0.36
Q68	100	0.17	0.0	2.0	0.0	0.0	0.0	0.0	0.14
Q69	100	0.08	0.0	2.0	0.0	0.0	0.0	0.0	0.07
Q7	100	0.18	0.0	1.0	0.0	0.0	0.0	0.0	0.17
Q70	100	0.25	0.0	1.0	0.0	0.0	0.0	0.0	0.21
Q71	100	1.26	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q72	100	1.18	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q73	100	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Q74	100	0.1	0.01	4.0	0.005	0.0025	0.003333333333333333	0.01	0.09
Q75	100	1.1	0.0	3.0	0.0	0.0	0.0	0.0	0.98
Q76	100	1.24	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q77	100	1.24	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q78	100	1.13	0.0	2.0	0.0	0.0	0.0	0.0	0.98
Q79	100	1.15	0.0	3.0	0.0	0.0	0.0	0.0	0.89
Q8	100	1.06	0.0	5.0	0.0	0.0	0.0	0.0	0.9
Q80	100	1.1	0.0	2.0	0.0	0.0	0.0	0.0	0.87
Q81	100	1.2	0.0	2.0	0.0	0.0	0.0	0.0	0.98
Q82	100	1.08	0.0	3.0	0.0	0.0	0.0	0.0	1.0
Q83	100	1.08	0.0	3.0	0.0	0.0	0.0	0.0	0.96
Q84	100	1.18	0.0	1.0	0.0	0.0	0.0	0.0	0.94
Q85	100	1.11	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q86	100	0.06	0.0	1.0	0.0	0.0	0.0	0.0	0.06
Q87	100	1.1	0.82	5.0	0.77	0.16400000000000003	0.2685714285714286	0.82	1.0
Q88	100	1.1	0.0	3.0	0.0	0.0	0.0	0.0	0.97
Q89	100	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.85
Q9	100	0.96	0.0	4.0	0.0	0.0	0.0	0.0	0.8
Q90	100	1.22	0.0	3.0	0.0	0.0	0.0	0.0	1.0
Q91	100	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q92	100	0.65	0.35	5.0	0.29	0.07	0.11095238095238097	0.35	0.51
Q93	100	1.21	0.91	5.0	0.8033333333333332	0.182	0.2929761904761905	0.91	0.99
Q94	100	0.96	0.6	3.0	0.57	0.2	0.294	0.6	0.9
Q95	100	0.4	0.0	7.0	0.0	0.0	0.0	0.0	0.39
Q96	100	1.08	0.0	8.0	0.0	0.0	0.0	0.0	0.99
Q97	100	0.21	0.0	5.0	0.0	0.0	0.0	0.0	0.2
Q98	100	0.11	0.0	1.0	0.0	0.0	0.0	0.0	0.08
Q99	100	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
