question_id	n_runs_x	edge_count_mean	edge_count_var	edge_count_std	abstention_rate	predicate_set_stability	triple_set_stability	n_runs_y	mean_gpt_edges	mean_matched_edges	kg_edges	mean_precision	mean_recall	mean_f1	match_rate	gpt_edge_rate
Q115	25	0.52	0.24960000000000002	0.4995998398718719	0.48	0.48	0.48	25	0.52	0.52	5.0	0.52	0.104	0.1733333333333333	0.52	0.52
Q116	25	1.0	0.0	0.0	0.0	0.92	0.92	25	1.0	0.96	8.0	0.96	0.12	0.2133333333333333	0.96	1.0
Q117	25	0.56	0.2464	0.4963869458396343	0.44	0.3233333333333333	0.3233333333333333	25	0.56	0.28	5.0	0.28	0.056	0.0933333333333333	0.28	0.56
Q118	25	0.28	0.2016	0.44899888641287294	0.72	0.58	0.58	25	0.28	0.0	3.0	0.0	0.0	0.0	0.0	0.28
Q119	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q12	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q120	25	0.68	0.21760000000000002	0.46647615158762407	0.32	0.44666666666666666	0.44666666666666666	25	0.68	0.68	9.0	0.68	0.0755555555555555	0.136	0.68	0.68
Q121	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Q122	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Q123	25	1.0	0.0	0.0	0.0	0.37333333333333335	0.37333333333333335	25	1.0	0.52	5.0	0.52	0.104	0.1733333333333333	0.52	1.0
Q124	25	0.28	0.2016	0.44899888641287294	0.72	0.56	0.56	25	0.28	0.0	1.0	0.0	0.0	0.0	0.0	0.28
Q125	25	0.72	0.2016	0.44899888641287294	0.28	0.36333333333333334	0.36333333333333334	25	0.72	0.52	5.0	0.52	0.104	0.1733333333333333	0.52	0.72
Q126	25	0.88	0.1056	0.32496153618543844	0.12	0.71	0.71	25	0.88	0.84	5.0	0.84	0.168	0.28	0.84	0.88
Q127	25	0.96	0.038400000000000004	0.19595917942265426	0.04	0.42333333333333334	0.42333333333333334	25	0.96	0.36	7.0	0.36	0.0514285714285714	0.09	0.36	0.96
Q128	25	0.6	0.24	0.4898979485566356	0.4	0.38	0.38	25	0.6	0.6	6.0	0.6	0.1	0.1714285714285714	0.6	0.6
Q129	25	0.64	0.2304	0.48	0.36	0.29	0.29	25	0.64	0.24	8.0	0.24	0.03	0.0533333333333333	0.24	0.64
Q13	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q130	25	0.28	0.2016	0.44899888641287294	0.72	0.56	0.56	25	0.28	0.04	8.0	0.04	0.005	0.0088888888888888	0.04	0.28
Q131	25	0.76	0.18239999999999998	0.4270831300812524	0.24	0.62	0.62	25	0.76	0.76	5.0	0.76	0.152	0.2533333333333333	0.76	0.76
Q132	25	0.88	0.1056	0.32496153618543844	0.12	0.43333333333333335	0.43333333333333335	25	0.88	0.16	7.0	0.16	0.0228571428571428	0.04	0.16	0.88
Q133	25	0.88	0.1056	0.32496153618543844	0.12	0.43333333333333335	0.43333333333333335	25	0.88	0.16	5.0	0.16	0.032	0.0533333333333333	0.16	0.88
Q134	25	0.96	0.038400000000000004	0.19595917942265426	0.04	0.6033333333333334	0.6033333333333334	25	0.96	0.2	7.0	0.2	0.0285714285714285	0.05	0.2	0.96
Q135	25	0.6	0.24	0.4898979485566356	0.4	0.5	0.5	25	0.6	0.6	9.0	0.6	0.0666666666666666	0.1199999999999999	0.6	0.6
Q136	25	0.64	0.2304	0.48	0.36	0.4266666666666667	0.4266666666666667	25	0.64	0.56	2.0	0.56	0.28	0.3733333333333333	0.56	0.64
Q137	25	1.0	0.0	0.0	0.0	1.0	0.5466666666666666	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q138	25	0.96	0.038400000000000004	0.19595917942265426	0.04	0.92	0.7733333333333333	25	0.96	0.0	2.0	0.0	0.0	0.0	0.0	0.96
Q139	25	0.96	0.038400000000000004	0.19595917942265426	0.04	0.92	0.44333333333333336	25	0.96	0.0	3.0	0.0	0.0	0.0	0.0	0.96
Q14	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Q140	25	1.0	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q141	25	0.92	0.0736	0.2712931993250107	0.08	0.8466666666666667	0.7733333333333333	25	0.92	0.0	4.0	0.0	0.0	0.0	0.0	0.92
Q142	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92	25	0.04	0.0	2.0	0.0	0.0	0.0	0.0	0.04
Q143	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q144	25	1.0	0.0	0.0	0.0	1.0	0.48	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q145	25	1.0	0.0	0.0	0.0	1.0	0.52	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q146	25	1.0	0.0	0.0	0.0	1.0	0.92	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q147	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Q148	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q149	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q15	25	1.0	0.0	0.0	0.0	1.0	0.62	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q150	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Q151	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q152	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q153	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Q154	25	1.0	0.0	0.0	0.0	0.92	0.92	25	1.0	0.04	5.0	0.04	0.008	0.0133333333333333	0.04	1.0
Q155	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Q156	25	1.0	0.0	0.0	0.0	0.72	0.72	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q157	25	1.0	0.0	0.0	0.0	0.8433333333333334	0.8433333333333334	25	1.0	0.92	4.0	0.92	0.23	0.368	0.92	1.0
Q158	25	1.0	0.0	0.0	0.0	0.6533333333333333	0.6533333333333333	25	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0
Q159	25	0.6	0.24	0.4898979485566356	0.4	0.35333333333333333	0.35333333333333333	25	0.6	0.44	5.0	0.44	0.088	0.1466666666666666	0.44	0.6
Q16	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q160	25	0.88	0.1056	0.32496153618543844	0.12	0.32666666666666666	0.32666666666666666	25	0.88	0.56	7.0	0.56	0.08	0.14	0.56	0.88
Q161	25	0.08	0.0736	0.2712931993250107	0.92	0.8466666666666667	0.8466666666666667	25	0.08	0.08	7.0	0.08	0.0114285714285714	0.02	0.08	0.08
Q162	25	0.44	0.2464	0.4963869458396343	0.56	0.42333333333333334	0.42333333333333334	25	0.44	0.08	10.0	0.08	0.008	0.0145454545454545	0.08	0.44
Q163	25	0.28	0.2016	0.44899888641287294	0.72	0.5433333333333333	0.5433333333333333	25	0.28	0.2	7.0	0.2	0.0285714285714285	0.05	0.2	0.28
Q17	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q18	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q19	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q2	25	0.68	0.21760000000000002	0.46647615158762407	0.32	0.5466666666666666	0.4066666666666667	25	0.68	0.0	5.0	0.0	0.0	0.0	0.0	0.68
Q20	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q21	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q22	25	0.44	0.2464	0.4963869458396343	0.56	0.4866666666666667	0.3933333333333333	25	0.44	0.0	1.0	0.0	0.0	0.0	0.0	0.44
Q23	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q24	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Q25	25	1.0	0.0	0.0	0.0	1.0	0.58	25	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0
Q26	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Q27	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q28	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q29	25	1.0	0.0	0.0	0.0	1.0	0.8466666666666667	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q3	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q30	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q31	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q32	25	1.0	0.0	0.0	0.0	1.0	0.58	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q33	25	0.64	0.2304	0.48	0.36	0.52	0.52	25	0.64	0.0	5.0	0.0	0.0	0.0	0.0	0.64
Q34	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Q35	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q36	25	1.0	0.0	0.0	0.0	1.0	0.5	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q37	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q38	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q39	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q4	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Q40	25	1.0	0.0	0.0	0.0	1.0	0.6666666666666666	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q41	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q42	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q43	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q44	25	0.92	0.0736	0.2712931993250107	0.08	0.8466666666666667	0.44666666666666666	25	0.92	0.0	1.0	0.0	0.0	0.0	0.0	0.92
Q45	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q46	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q47	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q48	25	0.16	0.13439999999999996	0.36660605559646714	0.84	0.71	0.71	25	0.16	0.0	2.0	0.0	0.0	0.0	0.0	0.16
Q49	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q5	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q50	25	1.0	0.0	0.0	0.0	1.0	0.52	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q51	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q52	25	0.92	0.0736	0.2712931993250107	0.08	0.7733333333333333	0.49	25	0.92	0.0	2.0	0.0	0.0	0.0	0.0	0.92
Q53	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q54	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92	25	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.04
Q55	25	0.96	0.038400000000000004	0.19595917942265426	0.04	0.92	0.6033333333333334	25	0.96	0.0	5.0	0.0	0.0	0.0	0.0	0.96
Q56	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Q57	25	0.08	0.0736	0.2712931993250107	0.92	0.8433333333333334	0.8433333333333334	25	0.08	0.0	2.0	0.0	0.0	0.0	0.0	0.08
Q58	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q59	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q6	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q60	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Q61	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q62	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q63	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q64	25	0.2	0.16000000000000003	0.4	0.8	0.6466666666666666	0.6466666666666666	25	0.2	0.0	1.0	0.0	0.0	0.0	0.0	0.2
Q65	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Q66	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92	25	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.04
Q67	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92	25	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.04
Q68	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q69	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q7	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q70	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q71	25	1.0	0.0	0.0	0.0	1.0	0.5466666666666666	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q72	25	1.0	0.0	0.0	0.0	0.8466666666666667	0.5466666666666666	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q73	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Q74	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Q75	25	0.72	0.2016	0.44899888641287294	0.28	0.58	0.31333333333333335	25	0.72	0.0	3.0	0.0	0.0	0.0	0.0	0.72
Q76	25	1.0	0.0	0.0	0.0	1.0	0.6666666666666666	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q77	25	1.0	0.0	0.0	0.0	1.0	0.48	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q78	25	1.0	0.0	0.0	0.0	1.0	0.72	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q79	25	0.72	0.2016	0.44899888641287294	0.28	0.58	0.31	25	0.72	0.0	3.0	0.0	0.0	0.0	0.0	0.72
Q8	25	0.92	0.0736	0.2712931993250107	0.08	0.8466666666666667	0.47333333333333333	25	0.92	0.0	5.0	0.0	0.0	0.0	0.0	0.92
Q80	25	0.12	0.1056	0.32496153618543844	0.88	0.78	0.7733333333333333	25	0.12	0.0	2.0	0.0	0.0	0.0	0.0	0.12
Q81	25	0.76	0.18239999999999998	0.4270831300812524	0.24	0.56	0.32	25	0.76	0.0	2.0	0.0	0.0	0.0	0.0	0.76
Q82	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
Q83	25	0.8	0.16	0.4	0.2	0.6666666666666666	0.36333333333333334	25	0.8	0.0	3.0	0.0	0.0	0.0	0.0	0.8
Q84	25	0.84	0.1344	0.3666060555964672	0.16	0.72	0.42	25	0.84	0.0	1.0	0.0	0.0	0.0	0.0	0.84
Q85	25	1.0	0.0	0.0	0.0	1.0	0.6666666666666666	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q86	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q87	25	0.36	0.2304	0.48	0.64	0.52	0.52	25	0.36	0.36	5.0	0.36	0.072	0.12	0.36	0.36
Q88	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
Q89	25	0.2	0.16000000000000003	0.4	0.8	0.6666666666666666	0.6666666666666666	25	0.2	0.0	3.0	0.0	0.0	0.0	0.0	0.2
Q9	25	1.0	0.0	0.0	0.0	1.0	0.8466666666666667	25	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0
Q90	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
Q91	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q92	25	0.52	0.24960000000000002	0.4995998398718719	0.48	0.32666666666666666	0.32666666666666666	25	0.52	0.0	5.0	0.0	0.0	0.0	0.0	0.52
Q93	25	0.28	0.2016	0.44899888641287294	0.72	0.53	0.53	25	0.28	0.12	5.0	0.12	0.024	0.04	0.12	0.28
Q94	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Q95	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q96	25	0.72	0.2016	0.44899888641287294	0.28	0.58	0.31333333333333335	25	0.72	0.0	8.0	0.0	0.0	0.0	0.0	0.72
Q97	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Q98	25	0.28	0.2016	0.44899888641287294	0.72	0.58	0.5466666666666666	25	0.28	0.0	1.0	0.0	0.0	0.0	0.0	0.28
Q99	25	0.16	0.13439999999999996	0.36660605559646714	0.84	0.72	0.71	25	0.16	0.0	5.0	0.0	0.0	0.0	0.0	0.16
