question_id	n_runs_x	edge_count_mean	edge_count_var	edge_count_std	abstention_rate	predicate_set_stability	triple_set_stability	n_runs_y	mean_gpt_edges	mean_matched_edges	kg_edges	mean_precision	mean_recall	mean_f1	match_rate	gpt_edge_rate
Q12	25	0.76	0.18239999999999998	0.4270831300812524	0.24	0.20333333333333334	0.20333333333333334	25	0.76	0.0	1.0	0.0	0.0	0.0	0.0	0.76
Q120	25	1.0	0.0	0.0	0.0	0.5466666666666666	0.5466666666666666	25	1.0	1.0	9.0	1.0	0.1111111111111111	0.2	1.0	1.0
Q121	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Q122	25	0.44	0.2464	0.4963869458396343	0.56	0.42333333333333334	0.42333333333333334	25	0.44	0.0	5.0	0.0	0.0	0.0	0.0	0.44
Q123	25	0.96	0.038400000000000004	0.19595917942265426	0.04	0.3333333333333333	0.3333333333333333	25	0.96	0.16	5.0	0.16	0.032	0.0533333333333333	0.16	0.96
Q124	25	1.0	0.0	0.0	0.0	0.7066666666666667	0.7066666666666667	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q125	25	1.0	0.0	0.0	0.0	0.3433333333333333	0.3433333333333333	25	1.0	0.52	5.0	0.52	0.104	0.1733333333333333	0.52	1.0
Q126	25	1.0	0.0	0.0	0.0	0.32	0.32	25	1.0	0.36	5.0	0.36	0.072	0.12	0.36	1.0
Q127	25	1.0	0.0	0.0	0.0	0.32666666666666666	0.32666666666666666	25	1.0	0.56	7.0	0.56	0.08	0.14	0.56	1.0
Q128	25	1.0	0.0	0.0	0.0	0.36	0.36	25	1.0	0.64	6.0	0.64	0.1066666666666666	0.1828571428571428	0.64	1.0
Q129	25	1.0	0.0	0.0	0.0	0.39	0.39	25	1.0	0.36	8.0	0.36	0.045	0.08	0.36	1.0
Q13	25	0.08	0.0736	0.2712931993250107	0.92	0.8433333333333334	0.8433333333333334	25	0.08	0.0	1.0	0.0	0.0	0.0	0.0	0.08
Q130	25	1.0	0.0	0.0	0.0	0.6533333333333333	0.6533333333333333	25	1.0	0.8	8.0	0.8	0.1	0.1777777777777777	0.8	1.0
Q131	25	1.0	0.0	0.0	0.0	0.58	0.58	25	1.0	0.72	5.0	0.72	0.144	0.24	0.72	1.0
Q132	25	1.0	0.0	0.0	0.0	0.35333333333333333	0.35333333333333333	25	1.0	0.44	7.0	0.44	0.0628571428571428	0.11	0.44	1.0
Q133	25	0.32	0.2176	0.466476151587624	0.68	0.49	0.49	25	0.32	0.08	5.0	0.08	0.016	0.0266666666666666	0.08	0.32
Q134	25	1.0	0.0	0.0	0.0	0.3466666666666667	0.3466666666666667	25	1.0	0.32	7.0	0.32	0.0457142857142857	0.08	0.32	1.0
Q135	25	0.48	0.24960000000000002	0.4995998398718719	0.52	0.41333333333333333	0.41333333333333333	25	0.48	0.4	9.0	0.4	0.0444444444444444	0.0799999999999999	0.4	0.48
Q136	25	1.0	0.0	0.0	0.0	0.3433333333333333	0.3433333333333333	25	1.0	0.2	2.0	0.2	0.1	0.1333333333333333	0.2	1.0
Q137	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q138	25	1.0	0.0	0.0	0.0	1.0	0.92	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q139	25	1.0	0.0	0.0	0.0	1.0	0.8466666666666667	25	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
Q14	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Q140	25	1.0	0.0	0.0	0.0	1.0	0.5466666666666666	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q141	25	1.0	0.0	0.0	0.0	1.0	0.72	25	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0
Q142	25	0.88	0.1056	0.32496153618543844	0.12	0.78	0.71	25	0.88	0.0	2.0	0.0	0.0	0.0	0.0	0.88
Q143	25	1.0	0.0	0.0	0.0	1.0	0.4866666666666667	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q144	25	1.0	0.0	0.0	0.0	0.8466666666666667	0.8466666666666667	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q145	25	1.0	0.0	0.0	0.0	0.72	0.6533333333333333	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q146	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q147	25	0.68	0.21760000000000002	0.46647615158762407	0.32	0.3	0.3	25	0.68	0.0	6.0	0.0	0.0	0.0	0.0	0.68
Q148	25	0.96	0.038400000000000004	0.19595917942265426	0.04	0.8433333333333334	0.8433333333333334	25	0.96	0.0	7.0	0.0	0.0	0.0	0.0	0.96
Q149	25	0.36	0.2304	0.48	0.64	0.43666666666666665	0.43666666666666665	25	0.36	0.0	2.0	0.0	0.0	0.0	0.0	0.36
Q15	25	1.0	0.0	0.0	0.0	1.0	0.48	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q150	25	0.8	0.16	0.4	0.2	0.24666666666666667	0.24666666666666667	25	0.8	0.0	5.0	0.0	0.0	0.0	0.0	0.8
Q151	25	0.16	0.13439999999999996	0.36660605559646714	0.84	0.7033333333333334	0.7033333333333334	25	0.16	0.0	1.0	0.0	0.0	0.0	0.0	0.16
Q152	25	0.88	0.1056	0.32496153618543844	0.12	0.20333333333333334	0.20333333333333334	25	0.88	0.0	2.0	0.0	0.0	0.0	0.0	0.88
Q153	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Q154	25	1.0	0.0	0.0	0.0	0.32	0.32	25	1.0	0.36	5.0	0.36	0.072	0.12	0.36	1.0
Q155	25	1.0	0.0	0.0	0.0	0.35333333333333333	0.35333333333333333	25	1.0	0.44	4.0	0.44	0.11	0.176	0.44	1.0
Q156	25	1.0	0.0	0.0	0.0	0.36	0.36	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q157	25	1.0	0.0	0.0	0.0	0.4066666666666667	0.4066666666666667	25	1.0	0.32	4.0	0.32	0.08	0.128	0.32	1.0
Q158	25	1.0	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	25	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0
Q159	25	1.0	0.0	0.0	0.0	0.71	0.71	25	1.0	0.04	5.0	0.04	0.008	0.0133333333333333	0.04	1.0
Q16	25	1.0	0.0	0.0	0.0	0.71	0.71	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q160	25	0.96	0.038400000000000004	0.19595917942265426	0.04	0.24333333333333335	0.24333333333333335	25	0.96	0.64	7.0	0.64	0.0914285714285714	0.16	0.64	0.96
Q161	25	0.64	0.2304	0.48	0.36	0.2633333333333333	0.2633333333333333	25	0.64	0.32	7.0	0.32	0.0457142857142857	0.08	0.32	0.64
Q162	25	1.0	0.0	0.0	0.0	0.6466666666666666	0.6466666666666666	25	1.0	0.2	10.0	0.2	0.02	0.0363636363636363	0.2	1.0
Q163	25	1.0	0.0	0.0	0.0	0.5233333333333333	0.5233333333333333	25	1.0	0.28	7.0	0.28	0.04	0.07	0.28	1.0
Q17	25	1.0	0.0	0.0	0.0	0.4533333333333333	0.4533333333333333	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q18	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q19	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92	25	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.04
Q2	25	1.0	0.0	0.0	0.0	1.0	0.92	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q20	25	1.0	0.0	0.0	0.0	0.92	0.92	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q21	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q22	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q23	25	0.4	0.24	0.4898979485566356	0.6	0.4166666666666667	0.4166666666666667	25	0.4	0.0	1.0	0.0	0.0	0.0	0.0	0.4
Q24	25	0.68	0.21760000000000002	0.46647615158762407	0.32	0.5466666666666666	0.5466666666666666	25	0.68	0.0	8.0	0.0	0.0	0.0	0.0	0.68
Q25	25	1.0	0.0	0.0	0.0	0.8466666666666667	0.7733333333333333	25	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0
Q26	25	0.08	0.0736	0.2712931993250107	0.92	0.8466666666666667	0.8466666666666667	25	0.08	0.0	4.0	0.0	0.0	0.0	0.0	0.08
Q27	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q28	25	1.0	0.0	0.0	0.0	0.41	0.41	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q29	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q3	25	0.6	0.24	0.4898979485566356	0.4	0.41333333333333333	0.41333333333333333	25	0.6	0.0	1.0	0.0	0.0	0.0	0.0	0.6
Q30	25	1.0	0.0	0.0	0.0	1.0	0.8466666666666667	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q31	25	0.4	0.24	0.4898979485566356	0.6	0.44333333333333336	0.44333333333333336	25	0.4	0.0	2.0	0.0	0.0	0.0	0.0	0.4
Q32	25	1.0	0.0	0.0	0.0	1.0	0.72	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q33	25	1.0	0.0	0.0	0.0	0.92	0.92	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q34	25	0.12	0.1056	0.32496153618543844	0.88	0.78	0.78	25	0.12	0.0	3.0	0.0	0.0	0.0	0.0	0.12
Q35	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q36	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q37	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q38	25	1.0	0.0	0.0	0.0	0.44333333333333336	0.44333333333333336	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q39	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92	25	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.04
Q4	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Q40	25	1.0	0.0	0.0	0.0	0.92	0.92	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q41	25	0.52	0.24960000000000002	0.4995998398718719	0.48	0.36	0.36	25	0.52	0.0	1.0	0.0	0.0	0.0	0.0	0.52
Q42	25	1.0	0.0	0.0	0.0	0.5933333333333334	0.5933333333333334	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q43	25	1.0	0.0	0.0	0.0	0.4066666666666667	0.4066666666666667	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q44	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q45	25	0.52	0.24960000000000002	0.4995998398718719	0.48	0.48	0.48	25	0.52	0.0	2.0	0.0	0.0	0.0	0.0	0.52
Q46	25	1.0	0.0	0.0	0.0	0.6466666666666666	0.6466666666666666	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q47	25	0.24	0.18239999999999998	0.4270831300812524	0.76	0.6033333333333334	0.6033333333333334	25	0.24	0.0	1.0	0.0	0.0	0.0	0.0	0.24
Q48	25	1.0	0.0	0.0	0.0	0.6533333333333333	0.6533333333333333	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q49	25	0.16	0.13439999999999996	0.36660605559646714	0.84	0.72	0.72	25	0.16	0.0	7.0	0.0	0.0	0.0	0.0	0.16
Q5	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q50	25	1.0	0.0	0.0	0.0	1.0	0.78	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q51	25	0.92	0.0736	0.2712931993250107	0.08	0.21666666666666667	0.21666666666666667	25	0.92	0.0	1.0	0.0	0.0	0.0	0.0	0.92
Q52	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q53	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q54	25	1.0	0.0	0.0	0.0	0.30666666666666664	0.30666666666666664	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q55	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q56	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Q57	25	1.0	0.0	0.0	0.0	0.8433333333333334	0.8433333333333334	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q58	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q59	25	0.76	0.18239999999999998	0.4270831300812524	0.24	0.3433333333333333	0.3433333333333333	25	0.76	0.0	1.0	0.0	0.0	0.0	0.0	0.76
Q6	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q60	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Q61	25	1.0	0.0	0.0	0.0	0.58	0.58	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q62	25	0.32	0.2176	0.466476151587624	0.68	0.5066666666666667	0.5066666666666667	25	0.32	0.0	1.0	0.0	0.0	0.0	0.0	0.32
Q63	25	0.52	0.24960000000000002	0.4995998398718719	0.48	0.28	0.28	25	0.52	0.0	1.0	0.0	0.0	0.0	0.0	0.52
Q64	25	1.0	0.0	0.0	0.0	0.8433333333333334	0.8433333333333334	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q65	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Q66	25	1.0	0.0	0.0	0.0	0.47333333333333333	0.47333333333333333	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q67	25	1.0	0.0	0.0	0.0	0.19	0.19	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q68	25	1.0	0.0	0.0	0.0	0.5	0.5	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q69	25	0.88	0.1056	0.32496153618543844	0.12	0.38333333333333336	0.38333333333333336	25	0.88	0.0	2.0	0.0	0.0	0.0	0.0	0.88
Q7	25	1.0	0.0	0.0	0.0	0.25	0.25	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q70	25	1.0	0.0	0.0	0.0	0.6533333333333333	0.6533333333333333	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q71	25	1.0	0.0	0.0	0.0	1.0	0.92	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q72	25	1.0	0.0	0.0	0.0	1.0	0.8466666666666667	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q73	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Q74	25	0.96	0.038400000000000004	0.19595917942265426	0.04	0.42	0.42	25	0.96	0.0	4.0	0.0	0.0	0.0	0.0	0.96
Q75	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
Q76	25	1.0	0.0	0.0	0.0	1.0	0.6666666666666666	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q77	25	1.0	0.0	0.0	0.0	1.0	0.92	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q78	25	1.0	0.0	0.0	0.0	1.0	0.92	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q79	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
Q8	25	1.0	0.0	0.0	0.0	1.0	0.6666666666666666	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q80	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q81	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q82	25	1.0	0.0	0.0	0.0	1.0	0.92	25	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
Q83	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
Q84	25	1.0	0.0	0.0	0.0	1.0	0.52	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q85	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q86	25	0.2	0.16000000000000003	0.4	0.8	0.6533333333333333	0.6533333333333333	25	0.2	0.0	1.0	0.0	0.0	0.0	0.0	0.2
Q87	25	1.0	0.0	0.0	0.0	0.52	0.52	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q88	25	1.0	0.0	0.0	0.0	0.4866666666666667	0.4533333333333333	25	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
Q89	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
Q9	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0
Q90	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
Q91	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q92	25	1.0	0.0	0.0	0.0	0.15666666666666668	0.15666666666666668	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q93	25	1.0	0.0	0.0	0.0	0.43	0.43	25	1.0	0.6	5.0	0.6	0.12	0.2	0.6	1.0
Q94	25	1.0	0.0	0.0	0.0	0.32	0.32	25	1.0	0.24	3.0	0.24	0.08	0.12	0.24	1.0
Q95	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q96	25	0.88	0.1056	0.32496153618543844	0.12	0.78	0.71	25	0.88	0.0	8.0	0.0	0.0	0.0	0.0	0.88
Q97	25	0.08	0.0736	0.2712931993250107	0.92	0.8466666666666667	0.8466666666666667	25	0.08	0.0	5.0	0.0	0.0	0.0	0.0	0.08
Q98	25	0.6	0.24	0.4898979485566356	0.4	0.5	0.4533333333333333	25	0.6	0.0	1.0	0.0	0.0	0.0	0.0	0.6
Q99	25	0.08	0.0736	0.2712931993250107	0.92	0.8466666666666667	0.8466666666666667	25	0.08	0.0	5.0	0.0	0.0	0.0	0.0	0.08
