question_id	n_runs_x	edge_count_mean	edge_count_var	edge_count_std	abstention_rate	predicate_set_stability	triple_set_stability	n_runs_y	mean_gpt_edges	mean_matched_edges	kg_edges	mean_precision	mean_recall	mean_f1	match_rate	gpt_edge_rate
Q146	25	0.44	0.2464	0.4963869458396343	0.56	0.4866666666666667	0.4866666666666667	25	0.44	0.0	2.0	0.0	0.0	0.0	0.0	0.44
Q147	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Q148	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q149	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q15	25	0.84	0.1344	0.3666060555964672	0.16	0.72	0.49333333333333335	25	0.84	0.0	2.0	0.0	0.0	0.0	0.0	0.84
Q150	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Q151	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q152	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q153	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Q154	25	0.24	0.18239999999999998	0.4270831300812524	0.76	0.6033333333333334	0.6033333333333334	25	0.24	0.2	5.0	0.2	0.04	0.0666666666666666	0.2	0.24
Q155	25	0.28	0.2016	0.44899888641287294	0.72	0.58	0.58	25	0.28	0.0	4.0	0.0	0.0	0.0	0.0	0.28
Q156	25	0.48	0.24960000000000002	0.4995998398718719	0.52	0.3233333333333333	0.3233333333333333	25	0.48	0.0	5.0	0.0	0.0	0.0	0.0	0.48
Q157	25	0.28	0.2016	0.44899888641287294	0.72	0.53	0.53	25	0.28	0.04	4.0	0.04	0.01	0.016	0.04	0.28
Q158	25	0.32	0.2176	0.466476151587624	0.68	0.5033333333333333	0.5033333333333333	25	0.32	0.0	4.0	0.0	0.0	0.0	0.0	0.32
Q159	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Q16	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q160	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92	25	0.04	0.04	7.0	0.04	0.0057142857142857	0.01	0.04	0.04
Q161	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q162	25	0.2	0.16000000000000003	0.4	0.8	0.64	0.64	25	0.2	0.12	10.0	0.12	0.012	0.0218181818181818	0.12	0.2
Q163	25	0.28	0.2016	0.44899888641287294	0.72	0.5333333333333333	0.5333333333333333	25	0.28	0.16	7.0	0.16	0.0228571428571428	0.04	0.16	0.28
Q17	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q18	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q19	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q2	25	0.16	0.13439999999999996	0.36660605559646714	0.84	0.72	0.72	25	0.16	0.0	5.0	0.0	0.0	0.0	0.0	0.16
Q20	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q21	25	0.44	0.2464	0.4963869458396343	0.56	0.4866666666666667	0.4866666666666667	25	0.44	0.0	2.0	0.0	0.0	0.0	0.0	0.44
Q22	25	0.84	0.1344	0.3666060555964672	0.16	0.72	0.5933333333333334	25	0.84	0.0	1.0	0.0	0.0	0.0	0.0	0.84
Q23	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q24	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Q25	25	1.08	0.0736	0.2712931993250107	0.0	0.7833333333333333	0.7833333333333333	25	1.08	0.0	4.0	0.0	0.0	0.0	0.0	1.0
Q26	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Q27	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q28	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q29	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q3	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q30	25	0.88	0.1056	0.32496153618543844	0.12	0.78	0.59	25	0.88	0.0	2.0	0.0	0.0	0.0	0.0	0.88
Q31	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q32	25	1.04	0.038400000000000004	0.19595917942265426	0.0	0.96	0.96	25	1.04	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q33	25	0.44	0.2464	0.4963869458396343	0.56	0.4866666666666667	0.4866666666666667	25	0.44	0.0	5.0	0.0	0.0	0.0	0.0	0.44
Q34	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Q35	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q36	25	0.68	0.21760000000000002	0.46647615158762407	0.32	0.5466666666666666	0.32666666666666666	25	0.68	0.0	2.0	0.0	0.0	0.0	0.0	0.68
Q37	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q38	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q39	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q4	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Q40	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92	25	0.04	0.0	2.0	0.0	0.0	0.0	0.0	0.04
Q41	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q42	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q43	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q44	25	0.76	0.18239999999999998	0.4270831300812524	0.24	0.5066666666666667	0.2866666666666667	25	0.76	0.0	1.0	0.0	0.0	0.0	0.0	0.76
Q45	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q46	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92	25	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.04
Q47	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q48	25	0.08	0.0736	0.2712931993250107	0.92	0.8466666666666667	0.8466666666666667	25	0.08	0.0	2.0	0.0	0.0	0.0	0.0	0.08
Q49	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q5	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q50	25	1.0	0.0	0.0	0.0	1.0	0.8466666666666667	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q51	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q52	25	0.08	0.0736	0.2712931993250107	0.92	0.8466666666666667	0.8466666666666667	25	0.08	0.0	2.0	0.0	0.0	0.0	0.0	0.08
Q53	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q54	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q55	25	0.68	0.21760000000000002	0.46647615158762407	0.32	0.5466666666666666	0.5466666666666666	25	0.68	0.0	5.0	0.0	0.0	0.0	0.0	0.68
Q56	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Q57	25	0.48	0.24960000000000002	0.4995998398718719	0.52	0.30666666666666664	0.30666666666666664	25	0.48	0.0	2.0	0.0	0.0	0.0	0.0	0.48
Q58	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q59	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q6	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q60	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Q61	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q62	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q63	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q64	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92	25	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.04
Q65	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Q66	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92	25	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.04
Q67	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q68	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q69	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q7	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q70	25	0.44	0.2464	0.4963869458396343	0.56	0.4533333333333333	0.4533333333333333	25	0.44	0.0	1.0	0.0	0.0	0.0	0.0	0.44
Q71	25	1.0	0.0	0.0	0.0	0.92	0.92	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q72	25	0.96	0.038400000000000004	0.19595917942265426	0.04	0.92	0.49333333333333335	25	0.96	0.0	1.0	0.0	0.0	0.0	0.0	0.96
Q73	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Q74	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Q75	25	0.12	0.1056	0.32496153618543844	0.88	0.78	0.7733333333333333	25	0.12	0.0	3.0	0.0	0.0	0.0	0.0	0.12
Q76	25	0.96	0.2784	0.5276362383309168	0.16	0.6255555555555556	0.563888888888889	25	0.96	0.04	2.0	0.02	0.02	0.02	0.04	0.84
Q77	25	1.0	0.0	0.0	0.0	1.0	0.62	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q78	25	0.4	0.24	0.4898979485566356	0.6	0.5	0.5	25	0.4	0.0	2.0	0.0	0.0	0.0	0.0	0.4
Q79	25	0.12	0.1056	0.32496153618543844	0.88	0.78	0.7733333333333333	25	0.12	0.0	3.0	0.0	0.0	0.0	0.0	0.12
Q8	25	0.36	0.2304	0.48	0.64	0.52	0.52	25	0.36	0.0	5.0	0.0	0.0	0.0	0.0	0.36
Q80	25	0.08	0.0736	0.2712931993250107	0.92	0.8466666666666667	0.8466666666666667	25	0.08	0.0	2.0	0.0	0.0	0.0	0.0	0.08
Q81	25	0.76	0.18239999999999998	0.4270831300812524	0.24	0.62	0.62	25	0.76	0.0	2.0	0.0	0.0	0.0	0.0	0.76
Q82	25	0.12	0.1056	0.32496153618543844	0.88	0.78	0.7733333333333333	25	0.12	0.0	3.0	0.0	0.0	0.0	0.0	0.12
Q83	25	0.08	0.0736	0.2712931993250107	0.92	0.8466666666666667	0.8466666666666667	25	0.08	0.0	3.0	0.0	0.0	0.0	0.0	0.08
Q84	25	1.0	0.0	0.0	0.0	1.0	1.0	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q85	25	0.28	0.2016	0.44899888641287294	0.72	0.58	0.56	25	0.28	0.0	1.0	0.0	0.0	0.0	0.0	0.28
Q86	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q87	25	1.04	0.038400000000000004	0.19595917942265426	0.0	0.6766666666666666	0.6766666666666666	25	1.04	0.84	5.0	0.82	0.168	0.2780952380952381	0.84	1.0
Q88	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92	25	0.04	0.0	3.0	0.0	0.0	0.0	0.0	0.04
Q89	25	0.44	0.2464	0.4963869458396343	0.56	0.4533333333333333	0.37333333333333335	25	0.44	0.0	3.0	0.0	0.0	0.0	0.0	0.44
Q9	25	0.44	0.2464	0.4963869458396343	0.56	0.4866666666666667	0.4866666666666667	25	0.44	0.0	4.0	0.0	0.0	0.0	0.0	0.44
Q90	25	0.08	0.0736	0.2712931993250107	0.92	0.8466666666666667	0.8433333333333334	25	0.08	0.0	3.0	0.0	0.0	0.0	0.0	0.08
Q91	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q92	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Q93	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Q94	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92	25	0.04	0.04	3.0	0.04	0.0133333333333333	0.02	0.04	0.04
Q95	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q96	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Q97	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Q98	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q99	25	0.0	0.0	0.0	1.0	1.0	1.0	25	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
