question_id	n_runs	edge_count_mean	edge_count_var	edge_count_std	abstention_rate	predicate_set_stability	triple_set_stability
Q150	25	0.8	0.16	0.4	0.2	0.24666666666666667	0.24666666666666667
Q151	25	0.16	0.13439999999999996	0.36660605559646714	0.84	0.7033333333333334	0.7033333333333334
Q152	25	0.88	0.1056	0.32496153618543844	0.12	0.20333333333333334	0.20333333333333334
Q153	25	0.0	0.0	0.0	1.0	1.0	1.0
Q154	25	1.0	0.0	0.0	0.0	0.32	0.32
Q155	25	1.0	0.0	0.0	0.0	0.35333333333333333	0.35333333333333333
Q156	25	1.0	0.0	0.0	0.0	0.36	0.36
Q157	25	1.0	0.0	0.0	0.0	0.4066666666666667	0.4066666666666667
Q158	25	1.0	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666
Q159	25	1.0	0.0	0.0	0.0	0.71	0.71
Q16	25	1.0	0.0	0.0	0.0	0.71	0.71
Q160	25	0.96	0.038400000000000004	0.19595917942265426	0.04	0.24333333333333335	0.24333333333333335
Q161	25	0.64	0.2304	0.48	0.36	0.2633333333333333	0.2633333333333333
Q162	25	1.0	0.0	0.0	0.0	0.6466666666666666	0.6466666666666666
Q163	25	1.0	0.0	0.0	0.0	0.5233333333333333	0.5233333333333333
Q17	25	1.0	0.0	0.0	0.0	0.4533333333333333	0.4533333333333333
Q18	25	0.0	0.0	0.0	1.0	1.0	1.0
Q19	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92
Q2	25	1.0	0.0	0.0	0.0	1.0	0.92
Q20	25	1.0	0.0	0.0	0.0	0.92	0.92
Q21	25	1.0	0.0	0.0	0.0	1.0	1.0
Q22	25	1.0	0.0	0.0	0.0	1.0	1.0
Q23	25	0.4	0.24	0.4898979485566356	0.6	0.4166666666666667	0.4166666666666667
Q24	25	0.68	0.21760000000000002	0.46647615158762407	0.32	0.5466666666666666	0.5466666666666666
Q25	25	1.0	0.0	0.0	0.0	0.8466666666666667	0.7733333333333333
Q26	25	0.08	0.0736	0.2712931993250107	0.92	0.8466666666666667	0.8466666666666667
Q27	25	0.0	0.0	0.0	1.0	1.0	1.0
Q28	25	1.0	0.0	0.0	0.0	0.41	0.41
Q29	25	1.0	0.0	0.0	0.0	1.0	1.0
Q3	25	0.6	0.24	0.4898979485566356	0.4	0.41333333333333333	0.41333333333333333
Q30	25	1.0	0.0	0.0	0.0	1.0	0.8466666666666667
Q31	25	0.4	0.24	0.4898979485566356	0.6	0.44333333333333336	0.44333333333333336
Q32	25	1.0	0.0	0.0	0.0	1.0	0.72
Q33	25	1.0	0.0	0.0	0.0	0.92	0.92
Q34	25	0.12	0.1056	0.32496153618543844	0.88	0.78	0.78
Q35	25	0.0	0.0	0.0	1.0	1.0	1.0
Q36	25	1.0	0.0	0.0	0.0	1.0	1.0
Q37	25	0.0	0.0	0.0	1.0	1.0	1.0
Q38	25	1.0	0.0	0.0	0.0	0.44333333333333336	0.44333333333333336
Q39	25	0.04	0.0384	0.19595917942265423	0.96	0.92	0.92
Q4	25	0.0	0.0	0.0	1.0	1.0	1.0
Q40	25	1.0	0.0	0.0	0.0	0.92	0.92
Q41	25	0.52	0.24960000000000002	0.4995998398718719	0.48	0.36	0.36
Q42	25	1.0	0.0	0.0	0.0	0.5933333333333334	0.5933333333333334
Q43	25	1.0	0.0	0.0	0.0	0.4066666666666667	0.4066666666666667
Q44	25	1.0	0.0	0.0	0.0	1.0	1.0
Q45	25	0.52	0.24960000000000002	0.4995998398718719	0.48	0.48	0.48
Q46	25	1.0	0.0	0.0	0.0	0.6466666666666666	0.6466666666666666
Q47	25	0.24	0.18239999999999998	0.4270831300812524	0.76	0.6033333333333334	0.6033333333333334
Q48	25	1.0	0.0	0.0	0.0	0.6533333333333333	0.6533333333333333
Q49	25	0.16	0.13439999999999996	0.36660605559646714	0.84	0.72	0.72
Q5	25	0.0	0.0	0.0	1.0	1.0	1.0
Q50	25	1.0	0.0	0.0	0.0	1.0	0.78
Q51	25	0.92	0.0736	0.2712931993250107	0.08	0.21666666666666667	0.21666666666666667
Q52	25	1.0	0.0	0.0	0.0	1.0	1.0
Q53	25	0.0	0.0	0.0	1.0	1.0	1.0
Q54	25	1.0	0.0	0.0	0.0	0.30666666666666664	0.30666666666666664
Q55	25	1.0	0.0	0.0	0.0	1.0	1.0
Q56	25	0.0	0.0	0.0	1.0	1.0	1.0
Q57	25	1.0	0.0	0.0	0.0	0.8433333333333334	0.8433333333333334
Q58	25	0.0	0.0	0.0	1.0	1.0	1.0
Q59	25	0.76	0.18239999999999998	0.4270831300812524	0.24	0.3433333333333333	0.3433333333333333
Q6	25	0.0	0.0	0.0	1.0	1.0	1.0
Q60	25	0.0	0.0	0.0	1.0	1.0	1.0
Q61	25	1.0	0.0	0.0	0.0	0.58	0.58
Q62	25	0.32	0.2176	0.466476151587624	0.68	0.5066666666666667	0.5066666666666667
Q63	25	0.52	0.24960000000000002	0.4995998398718719	0.48	0.28	0.28
Q64	25	1.0	0.0	0.0	0.0	0.8433333333333334	0.8433333333333334
Q65	25	0.0	0.0	0.0	1.0	1.0	1.0
Q66	25	1.0	0.0	0.0	0.0	0.47333333333333333	0.47333333333333333
Q67	25	1.0	0.0	0.0	0.0	0.19	0.19
Q68	25	1.0	0.0	0.0	0.0	0.5	0.5
Q69	25	0.88	0.1056	0.32496153618543844	0.12	0.38333333333333336	0.38333333333333336
Q7	25	1.0	0.0	0.0	0.0	0.25	0.25
Q70	25	1.0	0.0	0.0	0.0	0.6533333333333333	0.6533333333333333
Q71	25	1.0	0.0	0.0	0.0	1.0	0.92
Q72	25	1.0	0.0	0.0	0.0	1.0	0.8466666666666667
Q73	25	0.0	0.0	0.0	1.0	1.0	1.0
Q74	25	0.96	0.038400000000000004	0.19595917942265426	0.04	0.42	0.42
Q75	25	1.0	0.0	0.0	0.0	1.0	1.0
Q76	25	1.0	0.0	0.0	0.0	1.0	0.6666666666666666
Q77	25	1.0	0.0	0.0	0.0	1.0	0.92
Q78	25	1.0	0.0	0.0	0.0	1.0	0.92
Q79	25	1.0	0.0	0.0	0.0	1.0	1.0
Q8	25	1.0	0.0	0.0	0.0	1.0	0.6666666666666666
Q80	25	1.0	0.0	0.0	0.0	1.0	1.0
Q81	25	1.0	0.0	0.0	0.0	1.0	1.0
Q82	25	1.0	0.0	0.0	0.0	1.0	0.92
Q83	25	1.0	0.0	0.0	0.0	1.0	1.0
Q84	25	1.0	0.0	0.0	0.0	1.0	0.52
Q85	25	1.0	0.0	0.0	0.0	1.0	1.0
Q86	25	0.2	0.16000000000000003	0.4	0.8	0.6533333333333333	0.6533333333333333
Q87	25	1.0	0.0	0.0	0.0	0.52	0.52
Q88	25	1.0	0.0	0.0	0.0	0.4866666666666667	0.4533333333333333
Q89	25	1.0	0.0	0.0	0.0	1.0	1.0
Q9	25	1.0	0.0	0.0	0.0	1.0	1.0
Q90	25	1.0	0.0	0.0	0.0	1.0	1.0
Q91	25	0.0	0.0	0.0	1.0	1.0	1.0
Q92	25	1.0	0.0	0.0	0.0	0.15666666666666668	0.15666666666666668
Q93	25	1.0	0.0	0.0	0.0	0.43	0.43
Q94	25	1.0	0.0	0.0	0.0	0.32	0.32
Q95	25	0.0	0.0	0.0	1.0	1.0	1.0
Q96	25	0.88	0.1056	0.32496153618543844	0.12	0.78	0.71
Q97	25	0.08	0.0736	0.2712931993250107	0.92	0.8466666666666667	0.8466666666666667
Q98	25	0.6	0.24	0.4898979485566356	0.4	0.5	0.4533333333333333
Q99	25	0.08	0.0736	0.2712931993250107	0.92	0.8466666666666667	0.8466666666666667
