question_id	run_id	curie1	curie2	gpt_edges	kg_edges	matched_edges	tp	fp	fn	precision	recall	f1	has_any_gpt_edge	has_any_match
Q2	16	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	17	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	18	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	19	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	20	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	21	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	22	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	23	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	24	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q2	25	MONDO:0005300	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q3	1	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	2	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	3	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	4	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	5	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	6	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	7	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	8	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	9	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	10	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	11	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	12	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	13	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	14	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	15	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	16	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	17	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	18	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	19	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	20	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	21	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	22	NCBIGene:7124	CHEBI:6801	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q3	23	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	24	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q3	25	NCBIGene:7124	CHEBI:6801	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q4	1	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	2	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	3	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	4	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	5	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	6	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	7	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	8	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	9	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	10	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	11	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	12	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	13	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	14	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	15	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	16	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	17	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	18	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	19	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	20	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	21	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	22	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	23	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	24	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q4	25	MONDO:0005180	CHEBI:3756	0	3	0	0	0	3	0.0	0.0	0.0	0	0
Q5	1	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	2	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	3	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	4	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	5	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	6	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	7	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	8	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	9	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	10	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	11	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	12	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	13	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	14	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	15	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	16	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	17	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	18	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	19	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	20	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	21	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	22	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	23	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	24	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q5	25	MONDO:0005300	CHEBI:3756	0	7	0	0	0	7	0.0	0.0	0.0	0	0
Q6	1	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	2	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	3	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	4	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	5	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	6	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	7	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	8	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	9	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	10	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	11	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	12	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	13	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	14	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	15	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	16	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	17	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	18	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	19	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	20	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	21	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	22	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	23	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	24	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q6	25	MONDO:0008383	CHEBI:41774	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q7	1	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	2	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	3	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	4	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	5	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	6	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	7	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	8	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	9	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	10	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	11	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	12	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	13	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	14	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	15	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	16	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	17	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	18	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	19	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	20	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	21	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	22	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	23	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	24	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q7	25	NCBIGene:7422	CHEBI:15365	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q8	1	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	2	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	3	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	4	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	5	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	6	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	7	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	8	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	9	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	10	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	11	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	12	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	13	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	14	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	15	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	16	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	17	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	18	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	19	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	20	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	21	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	22	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	23	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	24	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q8	25	MONDO:0007254	NCBIGene:3569	1	5	0	0	1	5	0.0	0.0	0.0	1	0
Q9	1	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	2	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	3	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	4	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	5	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	6	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	7	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	8	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	9	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	10	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	11	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	12	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	13	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	14	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	15	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	16	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	17	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	18	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	19	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	20	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	21	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	22	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	23	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	24	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q9	25	MONDO:0005300	NCBIGene:7422	1	4	0	0	1	4	0.0	0.0	0.0	1	0
Q10	1	MONDO:0008383	CHEBI:27899	1	1	0	0	1	1	0.0	0.0	0.0	1	0
Q10	2	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	3	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	4	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	5	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	6	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	7	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	8	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	9	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	10	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	11	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	12	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	13	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	14	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	15	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	16	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	17	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	18	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	19	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	20	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	21	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	22	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	23	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	24	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q10	25	MONDO:0008383	CHEBI:27899	0	1	0	0	0	1	0.0	0.0	0.0	0	0
Q11	1	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q11	2	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q11	3	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q11	4	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q11	5	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q11	6	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q11	7	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q11	8	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q11	9	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q11	10	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q11	11	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q11	12	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q11	13	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
Q11	14	MONDO:0005300	CHEBI:5855	0	5	0	0	0	5	0.0	0.0	0.0	0	0
