question_id	query_edge_key	edge_id	subject	predicate	object	subject_label	object_label	provenance
Q302	e0	e_9_e_17	MONDO:0005180	biolink:genetically_associated_with	MONDO:0008199	Parkinson disease	late-onset Parkinson disease	infores:automat-robokop(primary_knowledge_source)
Q302	e0	e_10_e_18	MONDO:0005180	biolink:genetically_associated_with	MONDO:0017279	Parkinson disease	young-onset Parkinson disease	infores:automat-robokop(primary_knowledge_source)
Q302	e0	e_11_e_16	MONDO:0005180	biolink:genetically_associated_with	MONDO:0010820	Parkinson disease	autosomal recessive juvenile Parkinson disease 2	infores:automat-robokop(primary_knowledge_source)
Q302	e0	e_12_e_19	MONDO:0005180	biolink:genetically_associated_with	MONDO:0000828	Parkinson disease	juvenile-onset Parkinson disease	infores:automat-robokop(primary_knowledge_source)
Q302	e0	e_14_e_16	MONDO:0005180	biolink:genetically_associated_with	MONDO:0010820	Parkinson disease	autosomal recessive juvenile Parkinson disease 2	infores:automat-robokop(primary_knowledge_source)
Q302	e0	e_15_e_16	MONDO:0005180	biolink:gene_associated_with_condition	MONDO:0010820	Parkinson disease	autosomal recessive juvenile Parkinson disease 2	infores:automat-robokop(primary_knowledge_source)
Q303	e0	e_1	MONDO:0004975	biolink:related_to	NCBIGene:5663	Alzheimer disease	PSEN1	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	uuid:0ec43d6e-198e-11f0-be82-6045bdb3d4c0	NCBIGene:5663	biolink:causes	MONDO:0011913	PSEN1	Alzheimer disease 3	infores:omim(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:medgen(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	uuid:16617a53-198e-11f0-be82-6045bdb3d4c0	NCBIGene:5663	biolink:has_phenotype	MONDO:0004975	PSEN1	Alzheimer disease	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_4	NCBIGene:5663	biolink:genetically_associated_with	MONDO:0004975	PSEN1	Alzheimer disease	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_5	NCBIGene:5663	biolink:genetically_associated_with	MONDO:0004975	PSEN1	Alzheimer disease	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_6	NCBIGene:5663	biolink:genetically_associated_with	MONDO:0004975	PSEN1	Alzheimer disease	infores:eram(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_7	NCBIGene:5663	biolink:genetically_associated_with	MONDO:0011913	PSEN1	Alzheimer disease 3	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_8	NCBIGene:5663	biolink:genetically_associated_with	MONDO:0011913	PSEN1	Alzheimer disease 3	infores:uniprot(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_9	NCBIGene:5663	biolink:genetically_associated_with	MONDO:0011743	PSEN1	Alzheimer disease 4	infores:monarchinitiative(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_10	NCBIGene:5663	biolink:genetically_associated_with	MONDO:0004975	PSEN1	Alzheimer disease	infores:monarchinitiative(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_11	NCBIGene:5663	biolink:genetically_associated_with	MONDO:0004975	PSEN1	Alzheimer disease	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_12	NCBIGene:5663	biolink:genetically_associated_with	MONDO:0011913	PSEN1	Alzheimer disease 3	infores:monarchinitiative(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_13	NCBIGene:5663	biolink:genetically_associated_with	MONDO:0100087	PSEN1	familial Alzheimer disease	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_14	NCBIGene:5663	biolink:genetically_associated_with	MONDO:0011913	PSEN1	Alzheimer disease 3	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_15	NCBIGene:5663	biolink:gene_associated_with_condition	MONDO:0011913	PSEN1	Alzheimer disease 3	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_16	MONDO:0011913	biolink:subclass_of	MONDO:0004975	Alzheimer disease 3	Alzheimer disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_17	MONDO:0011743	biolink:subclass_of	MONDO:0004975	Alzheimer disease 4	Alzheimer disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	e_18	MONDO:0100087	biolink:subclass_of	MONDO:0004975	familial Alzheimer disease	Alzheimer disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q303	e0	uuid:0ec43d6e-198e-11f0-be82-6045bdb3d4c0_e_16	MONDO:0004975	biolink:causes	MONDO:0011913	Alzheimer disease	Alzheimer disease 3	infores:automat-robokop(primary_knowledge_source)
Q303	e0	e_7_e_16	MONDO:0004975	biolink:genetically_associated_with	MONDO:0011913	Alzheimer disease	Alzheimer disease 3	infores:automat-robokop(primary_knowledge_source)
Q303	e0	e_8_e_16	MONDO:0004975	biolink:genetically_associated_with	MONDO:0011913	Alzheimer disease	Alzheimer disease 3	infores:automat-robokop(primary_knowledge_source)
Q303	e0	e_9_e_17	MONDO:0004975	biolink:genetically_associated_with	MONDO:0011743	Alzheimer disease	Alzheimer disease 4	infores:automat-robokop(primary_knowledge_source)
Q303	e0	e_12_e_16	MONDO:0004975	biolink:genetically_associated_with	MONDO:0011913	Alzheimer disease	Alzheimer disease 3	infores:automat-robokop(primary_knowledge_source)
Q303	e0	e_13_e_18	MONDO:0004975	biolink:genetically_associated_with	MONDO:0100087	Alzheimer disease	familial Alzheimer disease	infores:automat-robokop(primary_knowledge_source)
Q303	e0	e_14_e_16	MONDO:0004975	biolink:genetically_associated_with	MONDO:0011913	Alzheimer disease	Alzheimer disease 3	infores:automat-robokop(primary_knowledge_source)
Q303	e0	e_15_e_16	MONDO:0004975	biolink:gene_associated_with_condition	MONDO:0011913	Alzheimer disease	Alzheimer disease 3	infores:automat-robokop(primary_knowledge_source)
Q304	e0	e_1	MONDO:0004975	biolink:related_to	NCBIGene:5664	Alzheimer disease	PSEN2	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	uuid:0ea2eed8-198e-11f0-be82-6045bdb3d4c0	NCBIGene:5664	biolink:causes	MONDO:0011743	PSEN2	Alzheimer disease 4	infores:omim(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:medgen(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	uuid:1eb9d5ce-198e-11f0-be82-6045bdb3d4c0	NCBIGene:5664	biolink:has_phenotype	MONDO:0004975	PSEN2	Alzheimer disease	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	e_4	NCBIGene:5664	biolink:genetically_associated_with	MONDO:0011743	PSEN2	Alzheimer disease 4	infores:uniprot(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	e_5	NCBIGene:5664	biolink:genetically_associated_with	MONDO:0011743	PSEN2	Alzheimer disease 4	infores:monarchinitiative(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	e_6	NCBIGene:5664	biolink:genetically_associated_with	MONDO:0004975	PSEN2	Alzheimer disease	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	e_7	NCBIGene:5664	biolink:genetically_associated_with	MONDO:0004975	PSEN2	Alzheimer disease	infores:monarchinitiative(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	e_8	NCBIGene:5664	biolink:genetically_associated_with	MONDO:0004975	PSEN2	Alzheimer disease	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	e_9	NCBIGene:5664	biolink:genetically_associated_with	MONDO:0004975	PSEN2	Alzheimer disease	infores:eram(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	e_10	NCBIGene:5664	biolink:genetically_associated_with	MONDO:0011743	PSEN2	Alzheimer disease 4	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	e_11	NCBIGene:5664	biolink:genetically_associated_with	MONDO:0011743	PSEN2	Alzheimer disease 4	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	e_12	NCBIGene:5664	biolink:genetically_associated_with	MONDO:0004975	PSEN2	Alzheimer disease	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	e_13	NCBIGene:5664	biolink:genetically_associated_with	MONDO:0100087	PSEN2	familial Alzheimer disease	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	e_14	NCBIGene:5664	biolink:gene_associated_with_condition	MONDO:0011743	PSEN2	Alzheimer disease 4	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	e_15	MONDO:0011743	biolink:subclass_of	MONDO:0004975	Alzheimer disease 4	Alzheimer disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	e_16	MONDO:0100087	biolink:subclass_of	MONDO:0004975	familial Alzheimer disease	Alzheimer disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q304	e0	uuid:0ea2eed8-198e-11f0-be82-6045bdb3d4c0_e_15	MONDO:0004975	biolink:causes	MONDO:0011743	Alzheimer disease	Alzheimer disease 4	infores:automat-robokop(primary_knowledge_source)
Q304	e0	e_4_e_15	MONDO:0004975	biolink:genetically_associated_with	MONDO:0011743	Alzheimer disease	Alzheimer disease 4	infores:automat-robokop(primary_knowledge_source)
