question_id	query_edge_key	edge_id	subject	predicate	object	subject_label	object_label	provenance
Q138	e0	e_8_e_18	MONDO:0005180	biolink:treats_or_applied_or_studied_to_treat	MONDO:0011613	Parkinson disease	autosomal recessive early-onset Parkinson disease 6	infores:automat-robokop(primary_knowledge_source)
Q138	e0	e_9_e_19	MONDO:0005180	biolink:treats_or_applied_or_studied_to_treat	MONDO:0017279	Parkinson disease	young-onset Parkinson disease	infores:automat-robokop(primary_knowledge_source)
Q139	e0	e_1	CHEBI:3387	biolink:contributes_to	MONDO:0007295	Carbamazepine	self-limited epilepsy with centrotemporal spikes	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_2	CHEBI:3387	biolink:contributes_to	MONDO:0015650	Carbamazepine	epilepsy syndrome	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_3	CHEBI:3387	biolink:contributes_to	HP:0007270	Carbamazepine	Atypical absence seizure	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_4	CHEBI:3387	biolink:contributes_to	MONDO:0009696	Carbamazepine	juvenile myoclonic epilepsy	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_5	CHEBI:3387	biolink:contributes_to	MONDO:0016532	Carbamazepine	Lennox-Gastaut syndrome	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_6	CHEBI:3387	biolink:contributes_to	MONDO:0010826	Carbamazepine	childhood absence epilepsy	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_7	CHEBI:3387	biolink:contributes_to	MONDO:0009509	Carbamazepine	Landau-Kleffner syndrome	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_8	CHEBI:3387	biolink:contributes_to	MONDO:0018097	Carbamazepine	West syndrome	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_9	CHEBI:3387	biolink:contributes_to	MONDO:0020307	Carbamazepine	self-limited epilepsy with autonomic seizures	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_10	CHEBI:3387	biolink:causes	MONDO:0005027	Carbamazepine	epilepsy	infores:sider(primary_knowledge_source);infores:hetionet(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_11	CHEBI:3387	biolink:causes	HP:0020219	Carbamazepine	Motor seizure	infores:sider(primary_knowledge_source);infores:hetionet(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_12	CHEBI:3387	biolink:treats_or_applied_or_studied_to_treat	MONDO:0016027	Carbamazepine	benign neonatal seizures	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_13	CHEBI:3387	biolink:treats_or_applied_or_studied_to_treat	MONDO:0018097	Carbamazepine	West syndrome	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_14	CHEBI:3387	biolink:treats_or_applied_or_studied_to_treat	MONDO:0003290	Carbamazepine	simple partial epilepsy	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_15	CHEBI:3387	biolink:treats_or_applied_or_studied_to_treat	MONDO:0020300	Carbamazepine	autosomal dominant nocturnal frontal lobe epilepsy	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_16	CHEBI:3387	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005384	Carbamazepine	focal epilepsy	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q139	e0	e_17	CHEBI:3387	biolink:treats_or_applied_or_studied_to_treat	MONDO:0019448	Carbamazepine	benign adult familial myoclonic epilepsy	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
