question_id	n_runs	mean_gpt_edges	mean_matched_edges	kg_edges	mean_precision	mean_recall	mean_f1	match_rate	gpt_edge_rate
Q26	25	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Q27	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q28	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q29	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q3	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q30	25	0.88	0.0	2.0	0.0	0.0	0.0	0.0	0.88
Q31	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q32	25	1.04	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q33	25	0.44	0.0	5.0	0.0	0.0	0.0	0.0	0.44
Q34	25	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Q35	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q36	25	0.68	0.0	2.0	0.0	0.0	0.0	0.0	0.68
Q37	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q38	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q39	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q4	25	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Q40	25	0.04	0.0	2.0	0.0	0.0	0.0	0.0	0.04
Q41	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q42	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q43	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q44	25	0.76	0.0	1.0	0.0	0.0	0.0	0.0	0.76
Q45	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q46	25	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.04
Q47	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q48	25	0.08	0.0	2.0	0.0	0.0	0.0	0.0	0.08
Q49	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q5	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q50	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q51	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q52	25	0.08	0.0	2.0	0.0	0.0	0.0	0.0	0.08
Q53	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q54	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q55	25	0.68	0.0	5.0	0.0	0.0	0.0	0.0	0.68
Q56	25	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Q57	25	0.48	0.0	2.0	0.0	0.0	0.0	0.0	0.48
Q58	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q59	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q6	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q60	25	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Q61	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q62	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q63	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q64	25	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.04
Q65	25	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Q66	25	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.04
Q67	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q68	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q69	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q7	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q70	25	0.44	0.0	1.0	0.0	0.0	0.0	0.0	0.44
Q71	25	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
Q72	25	0.96	0.0	1.0	0.0	0.0	0.0	0.0	0.96
Q73	25	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Q74	25	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Q75	25	0.12	0.0	3.0	0.0	0.0	0.0	0.0	0.12
Q76	25	0.96	0.04	2.0	0.02	0.02	0.02	0.04	0.84
Q77	25	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
Q78	25	0.4	0.0	2.0	0.0	0.0	0.0	0.0	0.4
Q79	25	0.12	0.0	3.0	0.0	0.0	0.0	0.0	0.12
Q8	25	0.36	0.0	5.0	0.0	0.0	0.0	0.0	0.36
Q80	25	0.08	0.0	2.0	0.0	0.0	0.0	0.0	0.08
Q81	25	0.76	0.0	2.0	0.0	0.0	0.0	0.0	0.76
Q82	25	0.12	0.0	3.0	0.0	0.0	0.0	0.0	0.12
Q83	25	0.08	0.0	3.0	0.0	0.0	0.0	0.0	0.08
Q84	25	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q85	25	0.28	0.0	1.0	0.0	0.0	0.0	0.0	0.28
Q86	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q87	25	1.04	0.84	5.0	0.82	0.168	0.2780952380952381	0.84	1.0
Q88	25	0.04	0.0	3.0	0.0	0.0	0.0	0.0	0.04
Q89	25	0.44	0.0	3.0	0.0	0.0	0.0	0.0	0.44
Q9	25	0.44	0.0	4.0	0.0	0.0	0.0	0.0	0.44
Q90	25	0.08	0.0	3.0	0.0	0.0	0.0	0.0	0.08
Q91	25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Q92	25	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Q93	25	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Q94	25	0.04	0.04	3.0	0.04	0.013333333333333332	0.02	0.04	0.04
Q95	25	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Q96	25	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Q97	25	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Q98	25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q99	25	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
